frame_id,processed_id,timestamp_sec,total_count,inference_time_sec,inference_fps
492,492,16.37407970607305,457,0.0568940639495849,17.5765261009676
1983,1983,65.99552857142858,289,0.0561847686767578,17.798418033065147
3582,3582,119.211287616166,284,0.0554785728454589,18.024977008431676
3600,3600,119.81033931272964,284,0.0555782318115234,17.992655890730635
3584,3584,119.27784891578416,283,0.0553681850433349,18.060913487002168
3606,3606,120.01002321158418,282,0.0574080944061279,17.419146382487426
3605,3605,119.97674256177508,281,0.0590527057647705,16.93402507216828
3585,3585,119.31112956559326,280,0.0559587478637695,17.870306934574025
3576,3576,119.01160371731144,280,0.055922508239746,17.881887481027984
3677,3677,122.37294934802968,279,0.0559158325195312,17.884022376859054
3608,3608,120.07658451120236,279,0.0599367618560791,16.684251351469612
3586,3586,119.34441021540236,279,0.0560622215270996,17.837323829856
3609,3609,120.10986516101146,279,0.0557360649108886,17.941704381154448
3602,3602,119.8769006123478,278,0.0575170516967773,17.38614846379599
3603,3603,119.91018126215693,278,0.0579583644866943,17.25376498899607
3640,3640,121.1415653050933,277,0.0563821792602539,17.73610053957139
3581,3581,119.17800696635688,277,0.0561120510101318,17.821483656326084
3583,3583,119.24456826597508,277,0.0556519031524658,17.968837422511257
3588,3588,119.41097151502052,277,0.05625581741333,17.77593937801436
3601,3601,119.84361996253872,277,0.0561113357543945,17.821710828220336
