frame_id,processed_id,timestamp_sec,zone_name,zone_count,zone_area_pixels,zone_density_pixel,risk_level,total_count
26,26,0.8652968950363806,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,105
26,26,0.8652968950363806,crosswalk_main_left,0,38193.0,0.0,LOW,105
26,26,0.8652968950363806,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,105
27,27,0.8985775448454723,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,106
27,27,0.8985775448454723,sidewalk_bottom,8,130166.0,6.145998186930535e-05,MEDIUM,106
27,27,0.8985775448454723,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,106
27,27,0.8985775448454723,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,106
27,27,0.8985775448454723,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,106
27,27,0.8985775448454723,crosswalk_main_left,0,38193.0,0.0,LOW,106
27,27,0.8985775448454723,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,106
28,28,0.9318581946545638,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,106
28,28,0.9318581946545638,sidewalk_bottom,8,130166.0,6.145998186930535e-05,MEDIUM,106
28,28,0.9318581946545638,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,106
28,28,0.9318581946545638,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,106
28,28,0.9318581946545638,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,106
28,28,0.9318581946545638,crosswalk_main_left,0,38193.0,0.0,LOW,106
28,28,0.9318581946545638,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,106
29,29,0.9651388444636554,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,106
29,29,0.9651388444636554,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,106
29,29,0.9651388444636554,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,106
29,29,0.9651388444636554,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,106
29,29,0.9651388444636554,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,106
29,29,0.9651388444636554,crosswalk_main_left,0,38193.0,0.0,LOW,106
29,29,0.9651388444636554,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,106
30,30,0.9984194942727468,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,107
30,30,0.9984194942727468,sidewalk_bottom,8,130166.0,6.145998186930535e-05,MEDIUM,107
30,30,0.9984194942727468,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,107
30,30,0.9984194942727468,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,107
30,30,0.9984194942727468,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,107
30,30,0.9984194942727468,crosswalk_main_left,0,38193.0,0.0,LOW,107
30,30,0.9984194942727468,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,107
31,31,1.0317001440818383,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,106
31,31,1.0317001440818383,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,106
31,31,1.0317001440818383,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,106
31,31,1.0317001440818383,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,106
31,31,1.0317001440818383,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,106
31,31,1.0317001440818383,crosswalk_main_left,0,38193.0,0.0,LOW,106
31,31,1.0317001440818383,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,106
32,32,1.06498079389093,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,107
32,32,1.06498079389093,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,107
32,32,1.06498079389093,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,107
32,32,1.06498079389093,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,107
32,32,1.06498079389093,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,107
32,32,1.06498079389093,crosswalk_main_left,0,38193.0,0.0,LOW,107
32,32,1.06498079389093,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,107
33,33,1.0982614437000215,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,103
33,33,1.0982614437000215,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,103
33,33,1.0982614437000215,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,103
33,33,1.0982614437000215,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,103
33,33,1.0982614437000215,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,103
33,33,1.0982614437000215,crosswalk_main_left,0,38193.0,0.0,LOW,103
33,33,1.0982614437000215,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,103
34,34,1.1315420935091132,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,102
34,34,1.1315420935091132,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,102
34,34,1.1315420935091132,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,102
34,34,1.1315420935091132,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,102
34,34,1.1315420935091132,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,102
34,34,1.1315420935091132,crosswalk_main_left,0,38193.0,0.0,LOW,102
34,34,1.1315420935091132,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,102
35,35,1.1648227433182048,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,103
35,35,1.1648227433182048,sidewalk_bottom,6,130166.0,4.609498640197901e-05,LOW,103
35,35,1.1648227433182048,sidewalk_right,49,105026.0,0.0004665511397177,CRITICAL,103
35,35,1.1648227433182048,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,103
35,35,1.1648227433182048,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,103
35,35,1.1648227433182048,crosswalk_main_left,0,38193.0,0.0,LOW,103
35,35,1.1648227433182048,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,103
36,36,1.1981033931272964,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,104
36,36,1.1981033931272964,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,104
36,36,1.1981033931272964,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,104
36,36,1.1981033931272964,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,104
36,36,1.1981033931272964,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,104
36,36,1.1981033931272964,crosswalk_main_left,0,38193.0,0.0,LOW,104
36,36,1.1981033931272964,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,104
37,37,1.2313840429363878,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,104
37,37,1.2313840429363878,sidewalk_bottom,7,130166.0,5.3777484135642177e-05,LOW,104
37,37,1.2313840429363878,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,104
37,37,1.2313840429363878,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,104
37,37,1.2313840429363878,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,104
37,37,1.2313840429363878,crosswalk_main_left,0,38193.0,0.0,LOW,104
37,37,1.2313840429363878,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,104
38,38,1.2646646927454794,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,104
38,38,1.2646646927454794,sidewalk_bottom,6,130166.0,4.609498640197901e-05,LOW,104
38,38,1.2646646927454794,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,104
38,38,1.2646646927454794,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,104
38,38,1.2646646927454794,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,104
38,38,1.2646646927454794,crosswalk_main_left,0,38193.0,0.0,LOW,104
38,38,1.2646646927454794,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,104
39,39,1.297945342554571,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,104
39,39,1.297945342554571,sidewalk_bottom,6,130166.0,4.609498640197901e-05,LOW,104
39,39,1.297945342554571,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,104
39,39,1.297945342554571,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,104
39,39,1.297945342554571,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,104
39,39,1.297945342554571,crosswalk_main_left,0,38193.0,0.0,LOW,104
39,39,1.297945342554571,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,104
40,40,1.331225992363663,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,104
40,40,1.331225992363663,sidewalk_bottom,6,130166.0,4.609498640197901e-05,LOW,104
40,40,1.331225992363663,sidewalk_right,48,105026.0,0.0004570296878868,CRITICAL,104
40,40,1.331225992363663,crosswalk_left,1,59512.5,1.6803192606595252e-05,LOW,104
40,40,1.331225992363663,crosswalk_top,1,11964.5,8.358059258640144e-05,LOW,104
40,40,1.331225992363663,crosswalk_main_left,0,38193.0,0.0,LOW,104
40,40,1.331225992363663,sidewalk_left,9,38974.5,0.000230920217065,MEDIUM,104
41,41,1.364506642172754,crosswalk_main,2,704629.0,2.8383731013057937e-06,LOW,105
