zone_name,frames_observed,mean_count,median_count,min_count,max_count,std_count,mean_density,median_density,min_density,max_density,std_density,zone_area_pixels,count_variability,density_variability
sidewalk_right,4533,43.029781601588354,46.0,11,66,11.114355628352532,0.00040970599281686074,0.0004379867842248,0.0001047359701407,0.0006284158208443,0.00010582480174768483,105026.0,0.25829449312575586,0.258294492501344
sidewalk_left,4533,11.722700198544011,13.0,0,22,4.878226615671974,0.00030077871938170056,0.0003335514246494,0.0,0.0005644716417144,0.00012516457210923708,38974.5,0.41613506552540913,0.41613506417740626
crosswalk_top,4533,2.1206706375468785,1.0,0,14,2.718922657065903,0.00017724690856674722,8.358059258640144e-05,0.0,0.0011701282962096,0.0002272491668741574,11964.5,1.2821051075281344,1.2821051008992654
sidewalk_bottom,4533,13.646371056695346,13.0,0,35,6.524448771728377,0.00010483821471576524,9.98724705376212e-05,0.0,0.0002688874206782,5.0124062902183757e-05,130166.0,0.4781087033427224,0.478108698817222
crosswalk_main_left,4533,3.7542466357820428,2.0,0,25,4.815351085797669,9.829672023097533e-05,5.236561673605111e-05,0.0,0.0006545702092006,0.0001260794147041875,38193.0,1.282641113298074,1.2826411005910263
crosswalk_left,4533,2.99911758217516,2.0,0,16,2.2125572616307236,5.039475038311049e-05,3.3606385213190505e-05,0.0,0.0002688510817055,3.717802582029112e-05,59512.5,0.7377360841212145,0.7377360697279105
crosswalk_main,4533,28.01257445400397,2.0,0,161,47.88359368727244,3.9755068914276576e-05,2.8383731013057937e-06,0.0,0.0002284890346551,6.795575215788693e-05,704629.0,1.709360693148246,1.7093606502118892
