zone_name,density_spike_anomalies,accumulation_anomalies,mean_density_z_score,max_density_z_score,mean_density_change_z_score,max_density_change_z_score
crosswalk_left,143,82,0.14372245314623083,12.165799055823118,0.0038924827902026985,12.165799055823117
crosswalk_main,168,84,-0.059477520116465135,12.165799055824372,0.018848196522483363,12.165799055823685
crosswalk_main_left,149,90,-0.01551779896407892,12.165799055823118,0.006058549682691203,12.165799055823118
crosswalk_top,181,118,0.0031526905240039237,12.165799055823136,0.005668276865361495,8.631338250817011
sidewalk_bottom,165,63,0.12736443414511742,10.743040382808971,0.005147504996297721,11.608523586820828
sidewalk_left,99,57,0.043559908086013746,5.217521302465231,0.0008107954756549079,5.107678748726747
sidewalk_right,56,47,0.0057641083997577456,3.8767224094295334,-0.0033005158549644226,5.57802844309359
