frame_id,timestamp_sec,zone_name,zone_short_id,zone_count,count_past_30f,absolute_count_increase,count_percent_change_30f,zone_density_pixel,density_percent_change_30f,risk_level
3223,107.29255382457654,crosswalk_bottom,CW4,30.0,19.0,11.0,57.89473684210527,0.0003173981813084,57.89473684217332,CRITICAL
3314,110.32191230985003,crosswalk_bottom,CW4,21.0,9.0,12.0,133.33333333333331,0.0002221787269158,133.33333333323628,HIGH
6983,232.46165167763516,crosswalk_bottom,CW4,22.0,10.0,12.0,120.0,0.0002327586662928,120.00000000011342,HIGH
6985,232.52823098500377,crosswalk_bottom,CW4,25.0,13.0,12.0,92.3076923076923,0.0002644984844236,92.30769230765313,HIGH
6996,232.89441717553132,crosswalk_bottom,CW4,24.0,13.0,11.0,84.61538461538461,0.0002539185450467,84.61538461537901,HIGH
7078,235.6241687776459,crosswalk_bottom,CW4,26.0,15.0,11.0,73.33333333333333,0.0002750784238006,73.33333333332496,HIGH
7080,235.69074808501452,crosswalk_bottom,CW4,21.0,11.0,10.0,90.9090909090909,0.0002221787269158,90.90909090904404,HIGH
7081,235.72403773869888,crosswalk_bottom,CW4,21.0,7.0,14.0,200.0,0.0002221787269158,199.99999999987523,HIGH
7083,235.79061704606752,crosswalk_bottom,CW4,24.0,13.0,11.0,84.61538461538461,0.0002539185450467,84.61538461537901,HIGH
7084,235.82390669975183,crosswalk_bottom,CW4,25.0,12.0,13.0,108.33333333333333,0.0002644984844236,108.33333333337927,HIGH
7085,235.8571963534362,crosswalk_bottom,CW4,24.0,7.0,17.0,242.85714285714283,0.0002539185450467,242.8571428570967,HIGH
7086,235.8904860071205,crosswalk_bottom,CW4,21.0,5.0,16.0,320.0,0.0002221787269158,319.9999999998254,HIGH
7087,235.92377566080484,crosswalk_bottom,CW4,23.0,13.0,10.0,76.92307692307693,0.0002433386056697,76.92307692303217,HIGH
7088,235.95706531448917,crosswalk_bottom,CW4,23.0,7.0,16.0,228.57142857142856,0.0002433386056697,228.57142857131123,HIGH
7090,236.0236446218578,crosswalk_bottom,CW4,23.0,6.0,17.0,283.33333333333337,0.0002433386056697,283.3333333331964,HIGH
7091,236.0569342755421,crosswalk_bottom,CW4,24.0,11.0,13.0,118.18181818181819,0.0002539185450467,118.18181818182597,HIGH
7092,236.09022392922645,crosswalk_bottom,CW4,22.0,6.0,16.0,266.66666666666663,0.0002327586662928,266.6666666666041,HIGH
7093,236.1235135829108,crosswalk_bottom,CW4,22.0,3.0,19.0,633.3333333333333,0.0002327586662928,633.3333333332082,HIGH
7094,236.1568032365951,crosswalk_bottom,CW4,22.0,4.0,18.0,450.0,0.0002327586662928,449.9999999999063,HIGH
7096,236.2233825439637,crosswalk_bottom,CW4,21.0,9.0,12.0,133.33333333333331,0.0002221787269158,133.33333333323628,HIGH
7097,236.25667219764807,crosswalk_bottom,CW4,29.0,13.0,16.0,123.07692307692308,0.0003068182419314,123.07692307689508,HIGH
7098,236.2899618513324,crosswalk_bottom,CW4,31.0,10.0,21.0,210.0,0.0003279781206853,210.00000000015123,CRITICAL
7099,236.3232515050167,crosswalk_bottom,CW4,25.0,12.0,13.0,108.33333333333333,0.0002644984844236,108.33333333337927,HIGH
7100,236.35654115870105,crosswalk_bottom,CW4,20.0,8.0,12.0,150.0,0.0002115987875389,149.99999999994665,HIGH
7101,236.38983081238536,crosswalk_bottom,CW4,23.0,10.0,13.0,130.0,0.0002433386056697,130.0000000000756,HIGH
7102,236.4231204660697,crosswalk_bottom,CW4,25.0,14.0,11.0,78.57142857142857,0.0002644984844236,78.57142857144785,HIGH
7103,236.45641011975405,crosswalk_bottom,CW4,25.0,13.0,12.0,92.3076923076923,0.0002644984844236,92.30769230765313,HIGH
7106,236.55627908080697,crosswalk_bottom,CW4,26.0,15.0,11.0,73.33333333333333,0.0002750784238006,73.33333333332496,HIGH
7134,237.48838938396807,crosswalk_bottom,CW4,35.0,21.0,14.0,66.66666666666666,0.0003702978781931,66.66666666671168,CRITICAL
7138,237.62154799870532,crosswalk_bottom,CW4,31.0,19.0,12.0,63.1578947368421,0.0003279781206853,63.15789473688924,CRITICAL
7139,237.6548376523897,crosswalk_bottom,CW4,33.0,20.0,13.0,65.0,0.0003491379994392,65.00000000000709,CRITICAL
7141,237.72141695975836,crosswalk_bottom,CW4,32.0,19.0,13.0,68.42105263157895,0.0003385580600623,68.42105263165487,CRITICAL
7151,238.0543134966016,crosswalk_bottom,CW4,32.0,18.0,14.0,77.77777777777779,0.0003385580600623,77.77777777781863,CRITICAL
7153,238.1208928039702,crosswalk_bottom,CW4,36.0,17.0,19.0,111.76470588235294,0.0003808778175701,111.76470588235622,CRITICAL
7154,238.1541824576545,crosswalk_bottom,CW4,34.0,12.0,22.0,183.33333333333331,0.0003597179388162,183.33333333347775,CRITICAL
7155,238.18747211133888,crosswalk_bottom,CW4,33.0,20.0,13.0,65.0,0.0003491379994392,65.00000000000709,CRITICAL
7156,238.2207617650232,crosswalk_bottom,CW4,32.0,17.0,15.0,88.23529411764706,0.0003385580600623,88.2352941176438,CRITICAL
7192,239.41918929765885,crosswalk_bottom,CW4,32.0,20.0,12.0,60.0,0.0003385580600623,60.000000000028365,CRITICAL
7200,239.68550652713344,crosswalk_bottom,CW4,30.0,20.0,10.0,50.0,0.0003173981813084,50.000000000023626,CRITICAL
7212,240.08498237134532,crosswalk_bottom,CW4,39.0,25.0,14.0,56.00000000000001,0.0004126176357009,56.00000000003178,CRITICAL
7213,240.11827202502965,crosswalk_bottom,CW4,36.0,24.0,12.0,50.0,0.0003808778175701,50.000000000019696,CRITICAL
7216,240.21814098608263,crosswalk_bottom,CW4,38.0,18.0,20.0,111.11111111111111,0.0004020376963239,111.11111111111695,CRITICAL
7217,240.25143063976697,crosswalk_bottom,CW4,37.0,22.0,15.0,68.18181818181817,0.000391457756947,68.18181818182599,CRITICAL
7292,242.74815466609127,crosswalk_bottom,CW4,28.0,18.0,10.0,55.55555555555556,0.0002962383025545,55.55555555558473,HIGH
7302,243.0810512029345,crosswalk_bottom,CW4,35.0,22.0,13.0,59.09090909090909,0.0003702978781931,59.090909090913,CRITICAL
7304,243.14763051030317,crosswalk_bottom,CW4,35.0,22.0,13.0,59.09090909090909,0.0003702978781931,59.090909090913,CRITICAL
7307,243.2474994713561,crosswalk_bottom,CW4,33.0,22.0,11.0,50.0,0.0003491379994392,49.99999999999999,CRITICAL
7308,243.28078912504049,crosswalk_bottom,CW4,34.0,20.0,14.0,70.0,0.0003597179388162,70.00000000003307,CRITICAL
7309,243.3140787787248,crosswalk_bottom,CW4,39.0,22.0,17.0,77.27272727272727,0.0004126176357009,77.27272727273899,CRITICAL
7310,243.3473684324091,crosswalk_bottom,CW4,38.0,20.0,18.0,90.0,0.0004020376963239,89.99999999999528,CRITICAL
7311,243.38065808609343,crosswalk_bottom,CW4,36.0,21.0,15.0,71.42857142857143,0.0003808778175701,71.42857142864216,CRITICAL
7361,245.04514077030964,crosswalk_bottom,CW4,30.0,16.0,14.0,87.5,0.0003173981813084,87.50000000005168,CRITICAL
7398,246.2768579566296,crosswalk_bottom,CW4,31.0,17.0,14.0,82.35294117647058,0.0003279781206853,82.3529411764379,CRITICAL
7421,247.04251999136903,crosswalk_bottom,CW4,29.0,18.0,11.0,61.111111111111114,0.0003068182419314,61.11111111111695,HIGH
7445,247.84147167979285,crosswalk_bottom,CW4,29.0,18.0,11.0,61.111111111111114,0.0003068182419314,61.11111111111695,HIGH
7496,249.5392440176934,crosswalk_bottom,CW4,24.0,11.0,13.0,118.18181818181819,0.0002539185450467,118.18181818182597,HIGH
7497,249.5725336713777,crosswalk_bottom,CW4,29.0,18.0,11.0,61.111111111111114,0.0003068182419314,61.11111111111695,HIGH
547,18.20944056532528,crosswalk_left,CW2,24.0,8.0,16.0,200.0,0.0004811644178912,200.00000000012471,HIGH
548,18.2427302190096,crosswalk_left,CW2,27.0,6.0,21.0,350.0,0.0005413099701276,350.0,HIGH
553,18.409178487431223,crosswalk_left,CW2,24.0,14.0,10.0,71.42857142857143,0.0004811644178912,71.4285714285511,HIGH
570,18.97510260006473,crosswalk_left,CW2,24.0,13.0,11.0,84.61538461538461,0.0004811644178912,84.61538461540825,HIGH
585,19.47444740532959,crosswalk_left,CW2,28.0,18.0,10.0,55.55555555555556,0.0005613584875398,55.55555555557401,HIGH
586,19.50773705901392,crosswalk_left,CW2,29.0,18.0,11.0,61.111111111111114,0.0005814070049519,61.11111111112035,HIGH
587,19.54102671269824,crosswalk_left,CW2,26.0,14.0,12.0,85.71428571428571,0.0005212614527155,85.71428571427556,HIGH
588,19.574316366382565,crosswalk_left,CW2,27.0,13.0,14.0,107.6923076923077,0.0005413099701276,107.69230769233427,HIGH
609,20.273399093753373,crosswalk_left,CW2,31.0,18.0,13.0,72.22222222222221,0.0006215040397762,72.22222222224069,CRITICAL
610,20.306688747437697,crosswalk_left,CW2,31.0,17.0,14.0,82.35294117647058,0.0006215040397762,82.35294117647231,CRITICAL
650,21.63827489481066,crosswalk_left,CW2,27.0,17.0,10.0,58.82352941176471,0.0005413099701276,58.823529411749185,HIGH
683,22.736833466393357,crosswalk_left,CW2,36.0,22.0,14.0,63.63636363636363,0.0007217466268369,63.63636363636157,CRITICAL
740,24.634343726399827,crosswalk_left,CW2,24.0,10.0,14.0,140.0,0.0004811644178912,140.0000000000399,HIGH
748,24.900660955874415,crosswalk_left,CW2,25.0,6.0,19.0,316.66666666666663,0.0005012129353034,316.66666666672205,HIGH
749,24.933950609558742,crosswalk_left,CW2,23.0,5.0,18.0,360.0,0.0004611159004791,360.0000000003392,HIGH
750,24.967240263243067,crosswalk_left,CW2,30.0,9.0,21.0,233.33333333333334,0.0006014555223641,233.33333333338874,CRITICAL
751,25.00052991692739,crosswalk_left,CW2,26.0,7.0,19.0,271.42857142857144,0.0005212614527155,271.4285714286834,HIGH
752,25.033819570611715,crosswalk_left,CW2,24.0,12.0,12.0,100.0,0.0004811644178912,100.0,HIGH
756,25.166978185349013,crosswalk_left,CW2,24.0,10.0,14.0,140.0,0.0004811644178912,140.0000000000399,HIGH
757,25.200267839033337,crosswalk_left,CW2,23.0,8.0,15.0,187.5,0.0004611159004791,187.50000000014026,HIGH
758,25.23355749271766,crosswalk_left,CW2,28.0,8.0,20.0,250.0,0.0005613584875398,250.00000000018701,HIGH
759,25.266847146401982,crosswalk_left,CW2,29.0,8.0,21.0,262.5,0.0005814070049519,262.50000000017144,HIGH
760,25.30013680008631,crosswalk_left,CW2,31.0,7.0,24.0,342.85714285714283,0.0006215040397762,342.8571428572955,CRITICAL
761,25.333426453770635,crosswalk_left,CW2,30.0,7.0,23.0,328.57142857142856,0.0006014555223641,328.57142857160164,CRITICAL
762,25.366716107454955,crosswalk_left,CW2,24.0,11.0,13.0,118.18181818181819,0.0004811644178912,118.18181818178519,HIGH
763,25.40000576113928,crosswalk_left,CW2,27.0,11.0,16.0,145.45454545454547,0.0005413099701276,145.45454545450835,HIGH
764,25.433295414823604,crosswalk_left,CW2,26.0,14.0,12.0,85.71428571428571,0.0005212614527155,85.71428571427556,HIGH
766,25.499874722192253,crosswalk_left,CW2,25.0,10.0,15.0,150.0,0.0005012129353034,150.0000000000748,HIGH
775,25.79948160535117,crosswalk_left,CW2,23.0,13.0,10.0,76.92307692307693,0.0004611159004791,76.92307692311235,HIGH
776,25.832771259035493,crosswalk_left,CW2,22.0,12.0,10.0,83.33333333333334,0.000441067383067,83.33333333336104,HIGH
784,26.099088488510088,crosswalk_left,CW2,28.0,18.0,10.0,55.55555555555556,0.0005613584875398,55.55555555557401,HIGH
804,26.764881562196567,crosswalk_left,CW2,29.0,18.0,11.0,61.111111111111114,0.0005814070049519,61.11111111112035,HIGH
808,26.898040176933865,crosswalk_left,CW2,29.0,17.0,12.0,70.58823529411765,0.0005814070049519,70.58823529411077,HIGH
809,26.93132983061819,crosswalk_left,CW2,31.0,18.0,13.0,72.22222222222221,0.0006215040397762,72.22222222224069,CRITICAL
811,26.99790913798684,crosswalk_left,CW2,32.0,19.0,13.0,68.42105263157895,0.0006415525571883,68.42105263155823,CRITICAL
848,28.229626324306828,crosswalk_left,CW2,32.0,17.0,15.0,88.23529411764706,0.0006415525571883,88.23529411763845,CRITICAL
851,28.3294952853598,crosswalk_left,CW2,28.0,17.0,11.0,64.70588235294117,0.0005613584875398,64.70588235294463,HIGH
852,28.36278493904413,crosswalk_left,CW2,35.0,20.0,15.0,75.0,0.0007016981094247,74.99999999999378,CRITICAL
853,28.39607459272845,crosswalk_left,CW2,32.0,14.0,18.0,128.57142857142858,0.0006415525571883,128.57142857141332,CRITICAL
898,29.894109008523035,crosswalk_left,CW2,23.0,5.0,18.0,360.0,0.0004611159004791,360.0000000003392,HIGH
899,29.92739866220736,crosswalk_left,CW2,21.0,5.0,16.0,320.0,0.0004210188656548,320.00000000027933,HIGH
901,29.993977969576004,crosswalk_left,CW2,26.0,5.0,21.0,420.0,0.0005212614527155,420.0000000003791,HIGH
902,30.02726762326033,crosswalk_left,CW2,31.0,8.0,23.0,287.5,0.0006215040397762,287.5000000002026,CRITICAL
903,30.060557276944653,crosswalk_left,CW2,20.0,7.0,13.0,185.71428571428572,0.0004009703482427,185.7142857143773,HIGH
904,30.093846930628978,crosswalk_left,CW2,28.0,6.0,22.0,366.66666666666663,0.0005613584875398,366.66666666672205,HIGH
905,30.127136584313305,crosswalk_left,CW2,28.0,6.0,22.0,366.66666666666663,0.0005613584875398,366.66666666672205,HIGH
906,30.160426237997623,crosswalk_left,CW2,23.0,8.0,15.0,187.5,0.0004611159004791,187.50000000014026,HIGH
907,30.19371589168195,crosswalk_left,CW2,21.0,3.0,18.0,600.0,0.0004210188656548,599.999999999873,HIGH
908,30.227005545366275,crosswalk_left,CW2,28.0,7.0,21.0,300.0,0.0005613584875398,300.00000000014245,HIGH
909,30.2602951990506,crosswalk_left,CW2,23.0,5.0,18.0,360.0,0.0004611159004791,360.0000000003392,HIGH
910,30.293584852734924,crosswalk_left,CW2,25.0,1.0,24.0,2400.0,0.0005012129353034,2399.999999999879,HIGH
911,30.326874506419248,crosswalk_left,CW2,23.0,3.0,20.0,666.6666666666667,0.0004611159004791,666.666666666583,HIGH
912,30.36016416010357,crosswalk_left,CW2,24.0,6.0,18.0,300.0,0.0004811644178912,300.0,HIGH
913,30.393453813787893,crosswalk_left,CW2,27.0,7.0,20.0,285.7142857142857,0.0005413099701276,285.71428571437735,HIGH
914,30.426743467472217,crosswalk_left,CW2,26.0,10.0,16.0,160.0,0.0005212614527155,160.00000000005988,HIGH
918,30.559902082209515,crosswalk_left,CW2,26.0,11.0,15.0,136.36363636363635,0.0005212614527155,136.36363636361574,HIGH
919,30.59319173589384,crosswalk_left,CW2,22.0,5.0,17.0,340.0,0.000441067383067,340.00000000035914,HIGH
925,30.792929657999785,crosswalk_left,CW2,21.0,6.0,15.0,250.0,0.0004210188656548,250.0,HIGH
926,30.826219311684103,crosswalk_left,CW2,29.0,19.0,10.0,52.63157894736842,0.0005814070049519,52.63157894735046,HIGH
953,31.72503996116086,crosswalk_left,CW2,24.0,14.0,10.0,71.42857142857143,0.0004811644178912,71.4285714285511,HIGH
954,31.75832961484518,crosswalk_left,CW2,30.0,19.0,11.0,57.89473684210527,0.0006014555223641,57.894736842103875,CRITICAL
957,31.858198575898157,crosswalk_left,CW2,27.0,17.0,10.0,58.82352941176471,0.0005413099701276,58.823529411749185,HIGH
975,32.45741234221599,crosswalk_left,CW2,23.0,11.0,12.0,109.09090909090908,0.0004611159004791,109.09090909089258,HIGH
1003,33.38952264537706,crosswalk_left,CW2,29.0,18.0,11.0,61.111111111111114,0.0005814070049519,61.11111111112035,HIGH
1044,34.75439844643435,crosswalk_left,CW2,27.0,10.0,17.0,170.0,0.0005413099701276,170.0000000000449,HIGH
1045,34.78768810011867,crosswalk_left,CW2,20.0,9.0,11.0,122.22222222222223,0.0004009703482427,122.22222222224069,HIGH
1048,34.88755706117165,crosswalk_left,CW2,26.0,14.0,12.0,85.71428571428571,0.0005212614527155,85.71428571427556,HIGH
1049,34.92084671485597,crosswalk_left,CW2,26.0,14.0,12.0,85.71428571428571,0.0005212614527155,85.71428571427556,HIGH
1194,39.74784649908296,crosswalk_left,CW2,20.0,8.0,12.0,150.0,0.0004009703482427,150.0000000001247,HIGH
1195,39.78113615276729,crosswalk_left,CW2,20.0,9.0,11.0,122.22222222222223,0.0004009703482427,122.22222222224069,HIGH
1202,40.01416372855756,crosswalk_left,CW2,23.0,7.0,16.0,228.57142857142856,0.0004611159004791,228.5714285715303,HIGH
1203,40.04745338224188,crosswalk_left,CW2,20.0,7.0,13.0,185.71428571428572,0.0004009703482427,185.7142857143773,HIGH
1206,40.14732234329485,crosswalk_left,CW2,27.0,7.0,20.0,285.7142857142857,0.0005413099701276,285.71428571437735,HIGH
1219,40.580087841191066,crosswalk_left,CW2,28.0,16.0,12.0,75.0,0.0005613584875398,75.00000000003895,HIGH
1226,40.81311541698133,crosswalk_left,CW2,25.0,13.0,12.0,92.3076923076923,0.0005012129353034,92.30769230774247,HIGH
1228,40.87969472434998,crosswalk_left,CW2,25.0,14.0,11.0,78.57142857142857,0.0005012129353034,78.57142857143111,HIGH
1243,41.37903952961484,crosswalk_left,CW2,25.0,12.0,13.0,108.33333333333333,0.0005012129353034,108.33333333336101,HIGH
4713,156.89413781421945,crosswalk_left,CW2,20.0,10.0,10.0,100.0,0.0004009703482427,100.00000000004987,HIGH
4735,157.62651019527456,crosswalk_left,CW2,25.0,15.0,10.0,66.66666666666666,0.0005012129353034,66.66666666668881,HIGH
4750,158.12585500053942,crosswalk_left,CW2,21.0,10.0,11.0,110.00000000000001,0.0004210188656548,110.00000000003492,HIGH
4751,158.15914465422375,crosswalk_left,CW2,25.0,12.0,13.0,108.33333333333333,0.0005012129353034,108.33333333336101,HIGH
4754,158.25901361527673,crosswalk_left,CW2,25.0,14.0,11.0,78.57142857142857,0.0005012129353034,78.57142857143111,HIGH
4756,158.32559292264537,crosswalk_left,CW2,25.0,14.0,11.0,78.57142857142857,0.0005012129353034,78.57142857143111,HIGH
4788,159.39086184054375,crosswalk_left,CW2,31.0,18.0,13.0,72.22222222222221,0.0006215040397762,72.22222222224069,CRITICAL
4790,159.4574411479124,crosswalk_left,CW2,31.0,18.0,13.0,72.22222222222221,0.0006215040397762,72.22222222224069,CRITICAL
4791,159.49073080159673,crosswalk_left,CW2,26.0,15.0,11.0,73.33333333333333,0.0005212614527155,73.33333333334443,HIGH
4792,159.52402045528103,crosswalk_left,CW2,29.0,18.0,11.0,61.111111111111114,0.0005814070049519,61.11111111112035,HIGH
4798,159.723758377387,crosswalk_left,CW2,27.0,17.0,10.0,58.82352941176471,0.0005413099701276,58.823529411749185,HIGH
4799,159.75704803107132,crosswalk_left,CW2,32.0,21.0,11.0,52.38095238095239,0.0006415525571883,52.3809523809603,CRITICAL
4805,159.95678595317725,crosswalk_left,CW2,34.0,22.0,12.0,54.54545454545454,0.0006816495920126,54.54545454544629,CRITICAL
4806,159.99007560686158,crosswalk_left,CW2,33.0,18.0,15.0,83.33333333333334,0.0006616010746005,83.33333333336104,CRITICAL
4808,160.05665491423022,crosswalk_left,CW2,36.0,20.0,16.0,80.0,0.0007217466268369,80.00000000000999,CRITICAL
4902,163.1858823605567,crosswalk_left,CW2,35.0,19.0,16.0,84.21052631578947,0.0007016981094247,84.210526315766,CRITICAL
4947,164.68391677635128,crosswalk_left,CW2,32.0,19.0,13.0,68.42105263157895,0.0006415525571883,68.42105263155823,CRITICAL
4948,164.7172064300356,crosswalk_left,CW2,31.0,17.0,14.0,82.35294117647058,0.0006215040397762,82.35294117647231,CRITICAL
4951,164.81707539108857,crosswalk_left,CW2,37.0,20.0,17.0,85.0,0.000741795144249,85.00000000000124,CRITICAL
4952,164.8503650447729,crosswalk_left,CW2,34.0,21.0,13.0,61.904761904761905,0.0006816495920126,61.90476190477773,CRITICAL
4960,165.1166822742475,crosswalk_left,CW2,27.0,17.0,10.0,58.82352941176471,0.0005413099701276,58.823529411749185,HIGH
4987,166.01550292372423,crosswalk_left,CW2,28.0,18.0,10.0,55.55555555555556,0.0005613584875398,55.55555555557401,HIGH
4988,166.04879257740856,crosswalk_left,CW2,33.0,22.0,11.0,50.0,0.0006616010746005,49.99999999999999,CRITICAL
4990,166.1153718847772,crosswalk_left,CW2,43.0,27.0,16.0,59.25925925925925,0.0008620862487218,59.259259259271566,CRITICAL
4991,166.14866153846154,crosswalk_left,CW2,35.0,23.0,12.0,52.17391304347826,0.0007016981094247,52.173913043474506,CRITICAL
5000,166.44826842162044,crosswalk_left,CW2,36.0,20.0,16.0,80.0,0.0007217466268369,80.00000000000999,CRITICAL
5001,166.48155807530478,crosswalk_left,CW2,38.0,21.0,17.0,80.95238095238095,0.0007618436616612,80.95238095241261,CRITICAL
5028,167.38037872478154,crosswalk_left,CW2,37.0,24.0,13.0,54.166666666666664,0.000741795144249,54.166666666680506,CRITICAL
5045,167.94630283741503,crosswalk_left,CW2,33.0,22.0,11.0,50.0,0.0006616010746005,49.99999999999999,CRITICAL
5051,168.146040759521,crosswalk_left,CW2,30.0,20.0,10.0,50.0,0.0006014555223641,50.00000000001247,CRITICAL
5094,169.5774958679469,crosswalk_left,CW2,27.0,15.0,12.0,80.0,0.0005413099701276,80.0,HIGH
