zone_name,LOW,MEDIUM,HIGH,CRITICAL,LOW_frames,LOW_seconds,MEDIUM_frames,MEDIUM_seconds,HIGH_frames,HIGH_seconds,CRITICAL_frames,CRITICAL_seconds,total_frames,total_seconds,high_or_critical_frames,high_or_critical_seconds,high_or_critical_percent
sidewalk_right,0,195,817,8257,0,0.0,195,6.491482468443248,817,27.197647060092994,8257,274.87267047146617,9269,308.5618000000024,9074,302.07031753155917,97.89621318373072
sidewalk_bottom,2000,2900,4073,296,2000,66.5793073686487,2900,96.53999568454061,4073,135.5887594562531,296,9.853737490560007,9269,308.5618000000024,4369,145.4424969468131,47.13561333477182
sidewalk_left,1124,4077,3361,707,1124,37.41757074118057,4077,135.72191807099037,3361,111.88652603301414,707,23.535785154817315,9269,308.5618000000024,4068,135.42231118783147,43.888229582479234
crosswalk_main,4905,694,351,3319,4905,163.28575132161095,694,23.1030196569211,351,11.684668443197847,3319,110.48836057827252,9269,308.5618000000024,3670,122.17302902147037,39.59434674722192
sidewalk_top,936,5346,2859,128,936,31.15911584852759,5346,177.96648859639797,2859,95.17511988348332,128,4.261075671593517,9269,308.5618000000024,2987,99.43619555507684,32.225698565109504
crosswalk_left,6419,1355,1249,246,6419,213.686286999678,1355,45.1074807422595,1249,41.578777451721116,246,8.18925480634379,9269,308.5618000000024,1495,49.768032258064906,16.129032258064516
crosswalk_bottom,7376,1120,636,137,7376,245.5444855755764,1120,37.28441212644327,636,21.172219743230286,137,4.560682554752436,9269,308.5618000000024,773,25.732902297982722,8.339626712698243
crosswalk_top,8415,696,131,27,8415,280.1324357535894,696,23.169598964289747,131,4.36094463264649,27,0.8988206494767574,9269,308.5618000000024,158,5.259765282123247,1.7046067536951128
