zone_name,crosswalk_bottom,crosswalk_left,crosswalk_main,crosswalk_top,sidewalk_bottom,sidewalk_left,sidewalk_right,sidewalk_top
crosswalk_bottom,1.0,-0.36022061124878274,-0.3514163691811442,0.621152227525207,-0.029124973318046064,0.09356107821196864,-0.08724838105506898,-0.1923704073574718
crosswalk_left,-0.36022061124878274,1.0,0.8650636265531427,-0.17234649495144708,-0.5829114709321207,-0.5150870210188325,-0.42848387057289483,-0.10572726749591427
crosswalk_main,-0.3514163691811442,0.8650636265531427,1.0,-0.1977598711083764,-0.6757384775765263,-0.5848686691240235,-0.567498766192929,-0.16542707513124932
crosswalk_top,0.621152227525207,-0.17234649495144708,-0.1977598711083764,1.0,0.018849461795679135,0.11364118995700428,-0.05443467623727777,-0.21978748249826485
sidewalk_bottom,-0.029124973318046064,-0.5829114709321207,-0.6757384775765263,0.018849461795679135,1.0,0.5917465790896549,0.47596291185780765,0.12246833042871037
sidewalk_left,0.09356107821196864,-0.5150870210188325,-0.5848686691240235,0.11364118995700428,0.5917465790896549,1.0,0.4054380646290394,0.10240123186573319
sidewalk_right,-0.08724838105506898,-0.42848387057289483,-0.567498766192929,-0.05443467623727777,0.47596291185780765,0.4054380646290394,1.0,0.24356617366114613
sidewalk_top,-0.1923704073574718,-0.10572726749591427,-0.16542707513124932,-0.21978748249826485,0.12246833042871037,0.10240123186573319,0.24356617366114613,1.0
