frame_id,timestamp_sec,total_count,inference_time_sec,inference_fps,total_count_change,total_count_change_abs,rolling_mean_count_5s,rolling_mean_count_change_5s
2512,83.62361005502211,112,0.6225275993347168,1.6063544830280307,-7.0,7.0,141.90666666666667,-0.2
2513,83.65689970870643,127,0.6200318336486816,1.6128204161959423,15.0,15.0,141.86,-0.04666666666666667
2514,83.69018936239077,122,0.6208014488220215,1.610820982936674,-5.0,5.0,141.75333333333333,-0.10666666666666667
2515,83.72347901607509,124,0.6225647926330566,1.6062585161146528,2.0,2.0,141.8,0.04666666666666667
2516,83.75676866975941,122,0.6207830905914307,1.610868619258432,-2.0,2.0,141.85333333333332,0.05333333333333334
2517,83.79005832344373,128,0.6223733425140381,1.60675262208462,6.0,6.0,141.86666666666667,0.013333333333333334
2518,83.82334797712807,125,0.6213078498840332,1.6095080726674378,-3.0,3.0,141.82,-0.04666666666666667
2519,83.85663763081239,132,0.6212520599365234,1.609652610410942,7.0,7.0,141.78666666666666,-0.03333333333333333
2520,83.88992728449671,125,0.6227235794067383,1.6058489401552591,-7.0,7.0,141.71333333333334,-0.07333333333333333
2521,83.92321693818103,124,0.6181979179382324,1.6176049303678106,-1.0,1.0,141.68666666666667,-0.02666666666666667
2522,83.95650659186536,127,0.6189556121826172,1.6156247399934054,3.0,3.0,141.69333333333333,0.006666666666666667
2523,83.98979624554968,121,0.6201338768005371,1.6125550262780517,-6.0,6.0,141.64,-0.05333333333333334
2524,84.023085899234,120,0.6175158023834229,1.6193917566810512,-1.0,1.0,141.58,-0.06
2525,84.05637555291833,110,0.6177160739898682,1.618866728756037,-10.0,10.0,141.38,-0.2
2526,84.08966520660265,116,0.6187334060668945,1.6162049603183777,6.0,6.0,141.3,-0.08
2527,84.12295486028698,114,0.6205615997314453,1.611443570521864,-2.0,2.0,141.21333333333334,-0.08666666666666667
2528,84.1562445139713,124,0.6227352619171143,1.6058188144372327,10.0,10.0,141.18,-0.03333333333333333
2529,84.18953416765562,128,0.6186609268188477,1.6163943068814717,4.0,4.0,141.18666666666667,0.006666666666666667
2530,84.22282382133994,112,0.618499755859375,1.6168155129027484,-16.0,16.0,141.05333333333334,-0.13333333333333333
2531,84.25611347502428,116,0.6163299083709717,1.6225076641876928,4.0,4.0,140.94,-0.11333333333333333
2532,84.2894031287086,113,0.6168677806854248,1.6210929332195996,-3.0,3.0,140.83333333333334,-0.10666666666666667
2533,84.32269278239292,108,0.6241731643676758,1.6021195031879638,-5.0,5.0,140.60666666666665,-0.22666666666666666
2534,84.35598243607724,105,0.6165149211883545,1.622020758349959,-3.0,3.0,140.38,-0.22666666666666666
2535,84.38927208976158,113,0.6173560619354248,1.6198107731622138,8.0,8.0,140.18,-0.2
2536,84.4225617434459,113,0.6116273403167725,1.6349825033689347,0.0,0.0,139.98666666666668,-0.19333333333333333
2537,84.45585139713022,115,0.6140127182006836,1.6286307601745156,2.0,2.0,139.72,-0.26666666666666666
2538,84.48914105081454,111,0.6154019832611084,1.6249541392454545,-4.0,4.0,139.43333333333334,-0.2866666666666667
2539,84.52243070449886,116,0.6137559413909912,1.6293121297264206,5.0,5.0,139.22666666666666,-0.20666666666666667
2540,84.5557203581832,116,0.6169419288635254,1.6208980995052638,0.0,0.0,139.00666666666666,-0.22
2541,84.58901001186752,125,0.6147215366363525,1.626752831000233,9.0,9.0,138.8,-0.20666666666666667
2542,84.62229966555184,122,0.6159837245941162,1.6234195159278269,-3.0,3.0,138.62666666666667,-0.17333333333333334
2543,84.65558931923616,111,0.6194610595703125,1.614306475847969,-11.0,11.0,138.32666666666665,-0.3
2544,84.68887897292049,115,0.6169490814208984,1.620879307732974,4.0,4.0,138.1,-0.22666666666666666
2545,84.72216862660481,116,0.6173067092895508,1.619940274342531,1.0,1.0,137.89333333333335,-0.20666666666666667
2546,84.75545828028913,117,0.6189005374908447,1.6157685111313913,1.0,1.0,137.73333333333332,-0.16
2547,84.78874793397345,131,0.6195042133331299,1.6141940256058658,14.0,14.0,137.68,-0.05333333333333334
2548,84.82203758765779,134,0.6131715774536133,1.6308648945419366,3.0,3.0,137.65333333333334,-0.02666666666666667
2549,84.85532724134211,133,0.6189956665039062,1.6155201952349845,-1.0,1.0,137.52666666666667,-0.12666666666666668
2550,84.88861689502643,132,0.6186683177947998,1.6163749964834635,-1.0,1.0,137.43333333333334,-0.09333333333333334
2551,84.92190654871075,134,0.6256401538848877,1.598362882865717,2.0,2.0,137.24,-0.19333333333333333
2552,84.95519620239507,132,0.6151731014251709,1.625558721087286,-2.0,2.0,137.12,-0.12
2553,84.98848585607941,136,0.6190185546875,1.6154604614474464,4.0,4.0,137.0,-0.12
2554,85.02177550976373,131,0.6146430969238281,1.6269604344453064,-5.0,5.0,136.91333333333333,-0.08666666666666667
2555,85.05506516344805,129,0.6199133396148682,1.6131287005717077,-2.0,2.0,136.83333333333334,-0.08
2556,85.08835481713237,128,0.6160495281219482,1.623246109851817,-1.0,1.0,136.71333333333334,-0.12
2557,85.1216444708167,128,0.6211910247802734,1.6098107669113833,0.0,0.0,136.62,-0.09333333333333334
2558,85.15493412450103,119,0.6219992637634277,1.6077189447933844,-9.0,9.0,136.48,-0.14
2559,85.18822377818535,119,0.6173393726348877,1.6198545635148218,0.0,0.0,136.3,-0.18
2560,85.22151343186967,132,0.6172065734863281,1.6202030940005068,13.0,13.0,136.26666666666668,-0.03333333333333333
2561,85.254803085554,133,0.6149530410766602,1.6261404256968943,1.0,1.0,136.16666666666666,-0.1
2562,85.28809273923832,137,0.6167938709259033,1.621287187077337,4.0,4.0,136.14,-0.02666666666666667
2563,85.32138239292264,128,0.6162993907928467,1.6225880066399814,-9.0,9.0,136.09333333333333,-0.04666666666666667
2564,85.35467204660696,123,0.6162569522857666,1.622699746089496,-5.0,5.0,135.96,-0.13333333333333333
2565,85.38796170029129,129,0.6185603141784668,1.6166572233592735,6.0,6.0,135.84666666666666,-0.11333333333333333
2566,85.42125135397562,129,0.6217899322509766,1.608260198713485,0.0,0.0,135.82666666666665,-0.02
2567,85.45454100765994,135,0.6194889545440674,1.6142337852270212,6.0,6.0,135.77333333333334,-0.05333333333333334
2568,85.48783066134426,129,0.6228535175323486,1.605513932010609,-6.0,6.0,135.71333333333334,-0.06
2569,85.52112031502858,122,0.6135830879211426,1.6297711258438718,-7.0,7.0,135.52666666666667,-0.18666666666666668
2570,85.55440996871292,127,0.6197953224182129,1.6134358615330762,5.0,5.0,135.43333333333334,-0.09333333333333334
2571,85.58769962239724,123,0.6178305149078369,1.6185668656219936,-4.0,4.0,135.30666666666667,-0.12666666666666668
2572,85.62098927608156,118,0.6271698474884033,1.5944644086520603,-5.0,5.0,135.12,-0.18666666666666668
2573,85.65427892976588,132,0.618295431137085,1.6173498131159336,14.0,14.0,135.02666666666667,-0.09333333333333334
2574,85.68756858345021,129,0.6200847625732422,1.6126827497746867,-3.0,3.0,134.89333333333335,-0.13333333333333333
2575,85.72085823713454,124,0.6173701286315918,1.619773865989454,-5.0,5.0,134.78666666666666,-0.10666666666666667
2576,85.75414789081886,136,0.6159017086029053,1.623635697112081,12.0,12.0,134.8,0.013333333333333334
2577,85.78743754450318,139,0.6215612888336182,1.6088518026541443,3.0,3.0,134.79333333333332,-0.006666666666666667
2578,85.8207271981875,128,0.6171503067016602,1.6203508110438567,-11.0,11.0,134.68666666666667,-0.10666666666666667
2579,85.85401685187183,132,0.620044469833374,1.6127875477523932,4.0,4.0,134.56666666666666,-0.12
2580,85.88730650555615,129,0.6160972118377686,1.6231204764213756,-3.0,3.0,134.43333333333334,-0.13333333333333333
2581,85.92059615924047,122,0.622023344039917,1.607656705462532,-7.0,7.0,134.18,-0.25333333333333335
2582,85.9538858129248,121,0.6189157962799072,1.615728675872648,-1.0,1.0,133.96,-0.22
2583,85.98717546660913,131,0.6173505783081055,1.6198251611597634,10.0,10.0,133.79333333333332,-0.16666666666666666
2584,86.02046512029345,131,0.6182868480682373,1.61737226519435,0.0,0.0,133.61333333333334,-0.18
2585,86.05375477397777,129,0.6178221702575684,1.6185887268873869,-2.0,2.0,133.41333333333333,-0.2
2586,86.0870444276621,138,0.6146748065948486,1.6268765032680623,9.0,9.0,133.25333333333333,-0.16
2587,86.12033408134643,129,0.6171891689300537,1.6202487832597243,-9.0,9.0,133.16,-0.09333333333333334
2588,86.15362373503075,129,0.6180834770202637,1.6179044371497011,0.0,0.0,133.12,-0.04
2589,86.18691338871507,134,0.616908073425293,1.6209870531400967,5.0,5.0,133.02666666666667,-0.09333333333333334
2590,86.22020304239939,128,0.6176459789276123,1.6190504498001423,-6.0,6.0,132.92,-0.10666666666666667
2591,86.25349269608373,133,0.6167464256286621,1.6214119100579785,5.0,5.0,132.79333333333332,-0.12666666666666668
2592,86.28678234976805,140,0.6152465343475342,1.6253647020710078,7.0,7.0,132.60666666666665,-0.18666666666666668
2593,86.32007200345237,132,0.6181716918945312,1.617673557543968,-8.0,8.0,132.48,-0.12666666666666668
2594,86.35336165713669,144,0.6177642345428467,1.618740522814521,12.0,12.0,132.34666666666666,-0.13333333333333333
2595,86.38665131082101,152,0.6141452789306641,1.6282792269301125,8.0,8.0,132.26,-0.08666666666666667
2596,86.41994096450534,137,0.6187858581542969,1.616067960865786,-15.0,15.0,132.15333333333334,-0.10666666666666667
2597,86.45323061818966,146,0.6150557994842529,1.625868743679089,9.0,9.0,132.12,-0.03333333333333333
2598,86.48652027187399,143,0.6149730682373047,1.626087468946074,-3.0,3.0,132.09333333333333,-0.02666666666666667
2599,86.5198099255583,146,0.6159274578094482,1.6235678200749637,3.0,3.0,132.02,-0.07333333333333333
2600,86.55309957924264,138,0.6251943111419678,1.5995027180804309,-8.0,8.0,131.86666666666667,-0.15333333333333332
2601,86.58638923292696,141,0.6175365447998047,1.6193373629801675,3.0,3.0,131.70666666666668,-0.16
2602,86.61967888661128,126,0.6266911029815674,1.5956824586185527,-15.0,15.0,131.59333333333333,-0.11333333333333333
2603,86.6529685402956,133,0.6198582649230957,1.6132720277982702,7.0,7.0,131.52,-0.07333333333333333
2604,86.68625819397994,135,0.6186478137969971,1.6164285684005335,2.0,2.0,131.44666666666666,-0.07333333333333333
2605,86.71954784766426,142,0.6158828735351562,1.623685351502013,7.0,7.0,131.46666666666667,0.02
2606,86.75283750134858,141,0.6171317100524902,1.6203996387010235,-1.0,1.0,131.47333333333333,0.006666666666666667
2607,86.7861271550329,144,0.6134157180786133,1.6302158072053892,3.0,3.0,131.56,0.08666666666666667
2608,86.81941680871722,156,0.6231801509857178,1.604672418430282,12.0,12.0,131.68666666666667,0.12666666666666668
2609,86.85270646240156,150,0.6180233955383301,1.6180617226131848,-6.0,6.0,131.83333333333334,0.14666666666666667
2610,86.88599611608588,153,0.6169044971466064,1.6209964502209675,3.0,3.0,131.99333333333334,0.16
2611,86.9192857697702,146,0.6162559986114502,1.6227022572651673,-7.0,7.0,132.10666666666665,0.11333333333333333
2612,86.95257542345452,150,0.6165521144866943,1.6219229104948285,4.0,4.0,132.17333333333335,0.06666666666666667
2613,86.98586507713885,145,0.6168231964111328,1.621210106588578,-5.0,5.0,132.15333333333334,-0.02
2614,87.01915473082317,150,0.6175153255462646,1.6193930071539242,5.0,5.0,132.16666666666666,0.013333333333333334
2615,87.0524443845075,154,0.6284027099609375,1.5913362309690893,4.0,4.0,132.18,0.013333333333333334
2616,87.08573403819182,149,0.6208553314208984,1.6106811835075745,-5.0,5.0,132.15333333333334,-0.02666666666666667
2617,87.11902369187615,152,0.6189472675323486,1.615646521854523,3.0,3.0,132.15333333333334,0.0
2618,87.15231334556047,152,0.6154522895812988,1.624821317474202,0.0,0.0,132.15333333333334,0.0
2619,87.1856029992448,149,0.6211957931518555,1.6097984098156044,-3.0,3.0,132.18666666666667,0.03333333333333333
2620,87.21889265292911,154,0.6142086982727051,1.6281111010186409,5.0,5.0,132.26,0.07333333333333333
2621,87.25218230661343,158,0.6215250492095947,1.6089456109157936,4.0,4.0,132.4,0.14
2622,87.28547196029777,156,0.6159391403198242,1.6235370258833584,-2.0,2.0,132.53333333333333,0.13333333333333333
2623,87.31876161398209,148,0.6190822124481201,1.6152943500760026,-8.0,8.0,132.60666666666665,0.07333333333333333
2624,87.35205126766641,142,0.6180863380432129,1.6178969481284442,-6.0,6.0,132.62,0.013333333333333334
2625,87.38534092135073,140,0.6207950115203857,1.610837686261211,-2.0,2.0,132.62,0.0
2626,87.41863057503507,135,0.6157410144805908,1.6240594283678689,-5.0,5.0,132.58666666666667,-0.03333333333333333
2627,87.45192022871939,131,0.618457555770874,1.6169258353607692,-4.0,4.0,132.57333333333332,-0.013333333333333334
2628,87.48520988240371,129,0.6224188804626465,1.606635067459226,-2.0,2.0,132.54,-0.03333333333333333
2629,87.51849953608803,143,0.6187472343444824,1.6161688400262946,14.0,14.0,132.58,0.04
2630,87.55178918977236,137,0.6210544109344482,1.61016487830009,-6.0,6.0,132.64666666666668,0.06666666666666667
2631,87.58507884345669,146,0.6164717674255371,1.6221343017477097,9.0,9.0,132.65333333333334,0.006666666666666667
2632,87.618368497141,133,0.6160774230957031,1.6231726119342915,-13.0,13.0,132.6,-0.05333333333333334
2633,87.65165815082533,141,0.6164398193359375,1.6222183717418748,8.0,8.0,132.57333333333332,-0.02666666666666667
2634,87.68494780450965,138,0.6206746101379395,1.611150164137951,-3.0,3.0,132.52666666666667,-0.04666666666666667
2635,87.71823745819398,130,0.615513801574707,1.6246589393148263,-8.0,8.0,132.48666666666668,-0.04
2636,87.7515271118783,129,0.6181204319000244,1.6178077092940055,-1.0,1.0,132.49333333333334,0.006666666666666667
2637,87.78481676556262,135,0.6187024116516113,1.6162859254589357,6.0,6.0,132.52,0.02666666666666667
2638,87.81810641924694,129,0.6116836071014404,1.634832106648498,-6.0,6.0,132.43333333333334,-0.08666666666666667
2639,87.85139607293128,143,0.617917537689209,1.6183389190403028,14.0,14.0,132.46,0.02666666666666667
2640,87.8846857266156,133,0.6204564571380615,1.6117166458588148,-10.0,10.0,132.44,-0.02
2641,87.91797538029992,153,0.6237168312072754,1.6032916701388118,20.0,20.0,132.61333333333334,0.17333333333333334
2642,87.95126503398424,153,0.6193652153015137,1.6145562832636464,0.0,0.0,132.78,0.16666666666666666
2643,87.98455468766858,152,0.6174488067626953,1.6195674670472413,-1.0,1.0,132.96666666666667,0.18666666666666668
2644,88.0178443413529,143,0.6149256229400635,1.6262129316043634,-9.0,9.0,133.08666666666667,0.12
2645,88.05113399503722,154,0.6213746070861816,1.6093351556306916,11.0,11.0,133.19333333333333,0.10666666666666667
2646,88.08442364872154,161,0.615419864654541,1.6249069252279316,7.0,7.0,133.34,0.14666666666666667
2647,88.11771330240586,142,0.6170403957366943,1.6206394377244688,-19.0,19.0,133.40666666666667,0.06666666666666667
2648,88.1510029560902,154,0.6124911308288574,1.6326767028393436,12.0,12.0,133.52,0.11333333333333333
2649,88.18429260977452,144,0.6167051792144775,1.6215203531673603,-10.0,10.0,133.50666666666666,-0.013333333333333334
2650,88.21758226345884,152,0.6178603172302246,1.6184887944946045,8.0,8.0,133.59333333333333,0.08666666666666667
2651,88.25087191714316,138,0.6167550086975098,1.621389345684997,-14.0,14.0,133.50666666666666,-0.08666666666666667
2652,88.2841615708275,142,0.6160173416137695,1.6233309234125095,4.0,4.0,133.47333333333333,-0.03333333333333333
2653,88.31745122451181,124,0.6147933006286621,1.6265629423375978,-18.0,18.0,133.21333333333334,-0.26
2654,88.35074087819613,133,0.6188130378723145,1.6159969793757634,9.0,9.0,133.06666666666666,-0.14666666666666667
2655,88.38403053188046,155,0.6180706024169922,1.617938138603351,22.0,22.0,133.12666666666667,0.06
2656,88.41732018556479,141,0.6196300983428955,1.6138660834493752,-14.0,14.0,133.1,-0.02666666666666667
2657,88.45060983924911,144,0.621596097946167,1.6087617076492724,3.0,3.0,133.05333333333334,-0.04666666666666667
2658,88.48389949293343,145,0.6183576583862305,1.617187054187648,1.0,1.0,133.08,0.02666666666666667
2659,88.51718914661775,139,0.6225218772888184,1.606369248186359,-6.0,6.0,133.14666666666668,0.06666666666666667
2660,88.55047880030209,132,0.618112325668335,1.6178289260269132,-7.0,7.0,133.10666666666665,-0.04
2661,88.58376845398641,136,0.6218578815460205,1.6080844670069443,4.0,4.0,133.22,0.11333333333333333
2662,88.61705810767073,142,0.6286554336547852,1.5906965031485467,6.0,6.0,133.42,0.2
2663,88.65034776135505,123,0.6196484565734863,1.613818269684347,-19.0,19.0,133.39333333333335,-0.02666666666666667
2664,88.68363741503937,131,0.6154472827911377,1.6248345357296292,8.0,8.0,133.45333333333335,0.06
2665,88.7169270687237,126,0.617121696472168,1.6204259317353296,-5.0,5.0,133.46666666666667,0.013333333333333334
2666,88.75021672240803,123,0.6152935028076172,1.6252406297757842,-3.0,3.0,133.47333333333333,0.006666666666666667
2667,88.78350637609235,129,0.6222116947174072,1.6071700491810503,6.0,6.0,133.48,0.006666666666666667
2668,88.81679602977667,117,0.6184127330780029,1.6170430305060777,-12.0,12.0,133.42666666666668,-0.05333333333333334
2669,88.850085683461,129,0.621265172958374,1.6096186355306965,12.0,12.0,133.40666666666667,-0.02
2670,88.88337533714532,125,0.6229708194732666,1.6052116226655986,-4.0,4.0,133.40666666666667,0.0
2671,88.91666499082964,129,0.617077112197876,1.6205430086982928,4.0,4.0,133.44,0.03333333333333333
2672,88.94995464451397,125,0.6158010959625244,1.623900974773284,-4.0,4.0,133.42666666666668,-0.013333333333333334
2673,88.9832442981983,119,0.6169333457946777,1.62092065020718,-6.0,6.0,133.41333333333333,-0.013333333333333334
2674,89.01653395188262,121,0.617612361907959,1.6191385757091228,2.0,2.0,133.42,0.006666666666666667
2675,89.04982360556694,120,0.6211388111114502,1.6099460895232502,-1.0,1.0,133.48666666666668,0.06666666666666667
2676,89.08311325925126,115,0.6192529201507568,1.6148490664469544,-5.0,5.0,133.48,-0.006666666666666667
2677,89.11640291293558,127,0.6168770790100098,1.621068498127442,12.0,12.0,133.56666666666666,0.08666666666666667
2678,89.14969256661992,130,0.6212005615234375,1.6097860529095331,3.0,3.0,133.60666666666665,0.04
2679,89.18298222030424,126,0.6400959491729736,1.5622657842031886,-4.0,4.0,133.59333333333333,-0.013333333333333334
2680,89.21627187398856,118,0.6194717884063721,1.614278517142095,-8.0,8.0,133.63333333333333,0.04
2681,89.24956152767288,122,0.6180887222290039,1.6178907073303574,4.0,4.0,133.67333333333335,0.04
2682,89.28285118135722,119,0.6200730800628662,1.6127131335851814,-3.0,3.0,133.71333333333334,0.04
2683,89.31614083504154,116,0.6187577247619629,1.616141439502354,-3.0,3.0,133.76666666666668,0.05333333333333334
2684,89.34943048872586,114,0.6140248775482178,1.6285985088958754,-2.0,2.0,133.82666666666665,0.06
2685,89.38272014241018,117,0.6205415725708008,1.6114955777373077,3.0,3.0,133.85333333333332,0.02666666666666667
2686,89.41600979609451,129,0.6205606460571289,1.6114460469798142,12.0,12.0,133.96,0.10666666666666667
2687,89.44929944977883,122,0.6165101528167725,1.6220333038005963,-7.0,7.0,134.00666666666666,0.04666666666666667
2688,89.48258910346316,129,0.6170239448547363,1.620682646660376,7.0,7.0,134.12666666666667,0.12
2689,89.51587875714748,129,0.6134419441223145,1.6301461117575775,0.0,0.0,134.21333333333334,0.08666666666666667
2690,89.5491684108318,124,0.6102967262268066,1.6385472132261882,-5.0,5.0,134.26666666666668,0.05333333333333334
2691,89.58245806451613,148,0.6150834560394287,1.625795638268471,24.0,24.0,134.42,0.15333333333333332
2692,89.61574771820045,130,0.6221566200256348,1.607312319458719,-18.0,18.0,134.47333333333333,0.05333333333333334
2693,89.64903737188477,129,0.6201305389404297,1.612563705874935,-1.0,1.0,134.59333333333333,0.12
2694,89.6823270255691,128,0.6140666007995605,1.6284878524543192,-1.0,1.0,134.68,0.08666666666666667
2695,89.71561667925343,128,0.6187381744384766,1.6161925048628687,0.0,0.0,134.76,0.08
2696,89.74890633293775,129,0.6181259155273438,1.6177933571137637,1.0,1.0,134.84,0.08
2697,89.78219598662207,135,0.619870662689209,1.613239761439364,6.0,6.0,134.86666666666667,0.02666666666666667
2698,89.81548564030639,140,0.6179673671722412,1.618208425108114,5.0,5.0,134.90666666666667,0.04
2699,89.84877529399073,149,0.6149575710296631,1.62612844708235,9.0,9.0,135.01333333333332,0.10666666666666667
2700,89.88206494767505,147,0.6142899990081787,1.6278956219612586,-2.0,2.0,135.11333333333334,0.1
2701,89.91535460135937,150,0.6163425445556641,1.622474399720246,3.0,3.0,135.22,0.10666666666666667
2702,89.94864425504369,141,0.6186683177947998,1.6163749964834635,-9.0,9.0,135.28,0.06
2703,89.98193390872801,134,0.6132071018218994,1.630770415132017,-7.0,7.0,135.26666666666668,-0.013333333333333334
2704,90.01522356241234,145,0.6189334392547607,1.615682618803195,11.0,11.0,135.36,0.09333333333333334
2705,90.04851321609667,141,0.6232249736785889,1.6045570094816557,-4.0,4.0,135.44,0.08
2706,90.081802869781,137,0.6181964874267578,1.6176086735181865,-4.0,4.0,135.5,0.06
2707,90.11509252346532,141,0.6194865703582764,1.614239997844757,4.0,4.0,135.58666666666667,0.08666666666666667
2708,90.14838217714964,137,0.6179382801055908,1.618284596042705,-4.0,4.0,135.70666666666668,0.12
2709,90.18167183083396,126,0.6193900108337402,1.6144916490563568,-11.0,11.0,135.75333333333333,0.04666666666666667
2710,90.21496148451828,129,0.6217160224914551,1.6084513890966097,3.0,3.0,135.73333333333332,-0.02
2711,90.2482511382026,145,0.619755744934082,1.6135388952406746,16.0,16.0,135.81333333333333,0.08
2712,90.28154079188694,143,0.6216244697570801,1.6086882815130852,-2.0,2.0,135.85333333333332,0.04
2713,90.31483044557126,147,0.6178269386291504,1.6185762346634232,4.0,4.0,135.98,0.12666666666666668
2714,90.34812009925558,142,0.614044189453125,1.628547288902142,-5.0,5.0,136.10666666666665,0.12666666666666668
2715,90.3814097529399,153,0.6190104484558105,1.615481616658668,11.0,11.0,136.26666666666668,0.16
2716,90.41469940662422,161,0.621600866317749,1.6087493666535877,8.0,8.0,136.48,0.21333333333333335
2717,90.44798906030856,159,0.6240835189819336,1.6023496368423549,-2.0,2.0,136.64,0.16
2718,90.48127871399288,160,0.6160438060760498,1.623261187170432,1.0,1.0,136.84666666666666,0.20666666666666667
2719,90.5145683676772,166,0.6166810989379883,1.6215836705910736,6.0,6.0,137.14,0.29333333333333333
2720,90.54785802136152,159,0.6166298389434814,1.621718471673988,-7.0,7.0,137.35333333333332,0.21333333333333335
2721,90.58114767504586,140,0.6210222244262695,1.6102483303618458,-19.0,19.0,137.46666666666667,0.11333333333333333
2722,90.61443732873018,139,0.621800422668457,1.608233065697349,-1.0,1.0,137.60666666666665,0.14
2723,90.6477269824145,162,0.6237185001373291,1.6032873800918557,23.0,23.0,137.80666666666667,0.2
2724,90.68101663609882,158,0.6212081909179688,1.6097662822544,-4.0,4.0,138.0,0.19333333333333333
2725,90.71430628978317,161,0.6194250583648682,1.6144002999164375,3.0,3.0,138.24666666666667,0.24666666666666667
2726,90.74759594346747,180,0.6211426258087158,1.6099362021693795,19.0,19.0,138.54,0.29333333333333333
2727,90.7808855971518,167,0.6173131465911865,1.619923381709942,-13.0,13.0,138.72666666666666,0.18666666666666668
2728,90.81417525083612,167,0.615912914276123,1.623606157333608,0.0,0.0,138.98666666666668,0.26
2729,90.84746490452044,159,0.6178078651428223,1.61862620471629,-8.0,8.0,139.16666666666666,0.18
2730,90.88075455820476,160,0.6237668991088867,1.6031629787162478,1.0,1.0,139.37333333333333,0.20666666666666667
2731,90.91404421188908,147,0.6182036399841309,1.6175899579395387,-13.0,13.0,139.54,0.16666666666666666
2732,90.9473338655734,144,0.6144864559173584,1.6273751689239655,-3.0,3.0,139.69333333333333,0.15333333333333332
2733,90.98062351925772,141,0.6163949966430664,1.6223363353792215,-3.0,3.0,139.76,0.06666666666666667
2734,91.01391317294208,161,0.6166577339172363,1.621645112026136,20.0,20.0,139.96,0.2
2735,91.0472028266264,152,0.6171009540557861,1.6204803985922855,-9.0,9.0,140.11333333333334,0.15333333333333332
2736,91.08049248031072,153,0.6139404773712158,1.6288223970535751,1.0,1.0,140.21333333333334,0.1
2737,91.11378213399504,147,0.6190330982208252,1.6154225078983968,-6.0,6.0,140.33333333333334,0.12
2738,91.14707178767937,142,0.6183261871337891,1.617269364953529,-5.0,5.0,140.42,0.08666666666666667
2739,91.18036144136369,132,0.6166045665740967,1.6217849399917332,-10.0,10.0,140.40666666666667,-0.013333333333333334
2740,91.213651095048,142,0.6234910488128662,1.6038722639306706,10.0,10.0,140.5,0.09333333333333334
2741,91.24694074873231,148,0.628136396408081,1.5920109162888414,6.0,6.0,140.6,0.1
2742,91.28023040241666,154,0.6182534694671631,1.6174595847587272,6.0,6.0,140.69333333333333,0.09333333333333334
2743,91.31352005610098,158,0.6169960498809814,1.6207559192524814,4.0,4.0,140.86666666666667,0.17333333333333334
2744,91.3468097097853,140,0.6194024085998535,1.6144593338932594,-18.0,18.0,140.84,-0.02666666666666667
2745,91.38009936346964,143,0.618035078048706,1.6180311369336096,3.0,3.0,140.78,-0.06
2746,91.41338901715396,143,0.6174259185791016,1.6196275049504338,0.0,0.0,140.82,0.04
2747,91.44667867083828,143,0.6179242134094238,1.6183214353787114,0.0,0.0,140.8,-0.02
2748,91.4799683245226,150,0.6174952983856201,1.619445528758519,7.0,7.0,140.84666666666666,0.04666666666666667
2749,91.51325797820692,142,0.6202361583709717,1.6122891039220684,-8.0,8.0,140.82,-0.02666666666666667
2750,91.54654763189124,149,0.6216838359832764,1.6085346636339126,7.0,7.0,140.89333333333335,0.07333333333333333
2751,91.57983728557558,153,0.615119218826294,1.6257011151563354,4.0,4.0,140.97333333333333,0.08
2752,91.6131269392599,161,0.613990306854248,1.628690207054661,8.0,8.0,141.20666666666668,0.23333333333333334
2753,91.64641659294422,146,0.6169054508209229,1.6209939443220822,-15.0,15.0,141.29333333333332,0.08666666666666667
2754,91.67970624662854,138,0.615699291229248,1.62416948378078,-8.0,8.0,141.31333333333333,0.02
2755,91.71299590031288,160,0.6143691539764404,1.627685884826092,22.0,22.0,141.43333333333334,0.12
2756,91.7462855539972,153,0.6171681880950928,1.6203038641484886,-7.0,7.0,141.51333333333332,0.08
2757,91.77957520768152,158,0.6204400062561035,1.6117593803053745,5.0,5.0,141.60666666666665,0.09333333333333334
2758,91.81286486136584,160,0.6137561798095703,1.6293114968068745,2.0,2.0,141.63333333333333,0.02666666666666667
2759,91.84615451505016,164,0.6163246631622314,1.6225214724804482,4.0,4.0,141.72666666666666,0.09333333333333334
2760,91.8794441687345,159,0.6166045665740967,1.6217849399917332,-5.0,5.0,141.76666666666668,0.04
2761,91.91273382241882,146,0.6187043190002441,1.6162809427545073,-13.0,13.0,141.76666666666668,0.0
2762,91.94602347610314,149,0.6128129959106445,1.6318191792163168,3.0,3.0,141.76,-0.006666666666666667
2763,91.97931312978746,170,0.6177310943603516,1.6188273653853873,21.0,21.0,141.92666666666668,0.16666666666666666
2764,92.0126027834718,171,0.6230916976928711,1.6049002156547931,1.0,1.0,142.06666666666666,0.14
2765,92.04589243715613,168,0.6207892894744873,1.6108525339516142,-3.0,3.0,142.16,0.09333333333333334
2766,92.07918209084043,174,0.6207163333892822,1.6110418659997627,6.0,6.0,142.32666666666665,0.16666666666666666
2767,92.11247174452475,185,0.6138784885406494,1.6289868738962705,11.0,11.0,142.54666666666665,0.22
2768,92.14576139820907,169,0.6149952411651611,1.626028842280819,-16.0,16.0,142.66,0.11333333333333333
2769,92.1790510518934,156,0.6336715221405029,1.578104688407114,-13.0,13.0,142.70666666666668,0.04666666666666667
2770,92.21234070557772,159,0.6174919605255127,1.6194542826905085,3.0,3.0,142.74,0.03333333333333333
