frame_id,timestamp_sec,total_count,inference_time_sec,inference_fps,total_count_change,total_count_change_abs,rolling_mean_count_5s,rolling_mean_count_change_5s
65,2.163827489481066,140,0.5749602317810059,1.739250725049947,-1.0,1.0,159.66666666666666,-0.16666666666666666
66,2.1971171431653898,146,0.593796968460083,1.6840773077594844,6.0,6.0,159.46268656716418,-0.07462686567164178
67,2.230406796849714,149,0.5797908306121826,1.724759943071421,3.0,3.0,159.30882352941177,-0.029411764705882353
68,2.263696450534038,144,0.5800836086273193,1.7238894275367471,-5.0,5.0,159.08695652173913,-0.10144927536231885
69,2.2969861042183624,161,0.5780150890350342,1.730058642014774,17.0,17.0,159.11428571428573,0.14285714285714285
70,2.3302757579026863,165,0.5795643329620361,1.7254339908896776,4.0,4.0,159.19718309859155,0.19718309859154928
71,2.3635654115870106,160,0.5804810523986816,1.7227091149104166,-5.0,5.0,159.20833333333334,0.125
72,2.3968550652713345,170,0.5811550617218018,1.7207111593199869,10.0,10.0,159.35616438356163,0.2602739726027397
73,2.4301447189556584,179,0.5809636116027832,1.7212782006108165,9.0,9.0,159.6216216216216,0.3783783783783784
74,2.4634343726399828,191,0.5863151550292969,1.7055673751943734,12.0,12.0,160.04,0.5333333333333333
75,2.4967240263243067,187,0.5850203037261963,1.7093423828722778,-4.0,4.0,160.39473684210526,0.47368421052631576
76,2.530013680008631,179,0.5886192321777344,1.6988911427515991,-8.0,8.0,160.63636363636363,0.36363636363636365
77,2.563303333692955,176,0.5846540927886963,1.7104130670328117,-3.0,3.0,160.83333333333334,0.32051282051282054
78,2.596592987377279,169,0.5933670997619629,1.6852973486416138,-7.0,7.0,160.9367088607595,0.22784810126582278
79,2.629882641061603,176,0.5899949073791504,1.6949298841275704,7.0,7.0,161.125,0.3125
80,2.663172294745927,165,0.5895099639892578,1.69632416937099,-11.0,11.0,161.17283950617283,0.1728395061728395
81,2.6964619484302514,166,0.5850307941436768,1.7093117319810889,1.0,1.0,161.23170731707316,0.18292682926829268
82,2.729751602114576,167,0.5871627330780029,1.703105363580956,1.0,1.0,161.3012048192771,0.1927710843373494
83,2.7630412557989,154,0.5873138904571533,1.7026670341844292,-13.0,13.0,161.21428571428572,0.03571428571428571
84,2.796330909483224,154,0.5890536308288574,1.6976382924469882,0.0,0.0,161.12941176470588,0.03529411764705882
85,2.8296205631675475,175,0.6107070446014404,1.6374463154467456,21.0,21.0,161.2906976744186,0.27906976744186046
86,2.862910216851872,164,0.5990810394287109,1.6692232505866134,-11.0,11.0,161.32183908045977,0.14942528735632185
87,2.896199870536196,161,0.5953059196472168,1.6798085941974308,-3.0,3.0,161.3181818181818,0.11363636363636363
88,2.92948952422052,163,0.5964276790618896,1.6766492151619825,2.0,2.0,161.3370786516854,0.1348314606741573
89,2.962779177904844,164,0.5922513008117676,1.6884724417309895,1.0,1.0,161.36666666666667,0.14444444444444443
90,2.996068831589168,152,0.5921933650970459,1.688637629089486,-12.0,12.0,161.26373626373626,0.01098901098901099
91,3.0293584852734923,151,0.5956587791442871,1.6788135003005955,-1.0,1.0,161.15217391304347,0.0
92,3.062648138957816,163,0.5942530632019043,1.6827847627942956,12.0,12.0,161.1720430107527,0.12903225806451613
93,3.0959377926421405,165,0.5951941013336182,1.6801241775739306,2.0,2.0,161.2127659574468,0.14893617021276595
94,3.1292274463264644,166,0.5978841781616211,1.6725647483678323,1.0,1.0,161.26315789473685,0.15789473684210525
95,3.162517100010789,168,0.5944340229034424,1.6822724835224248,2.0,2.0,161.33333333333334,0.17708333333333334
96,3.1958067536951127,169,0.5963382720947266,1.6769005894713949,1.0,1.0,161.41237113402062,0.18556701030927836
97,3.2290964073794366,159,0.5988590717315674,1.6698419498072496,-10.0,10.0,161.3877551020408,0.08163265306122448
98,3.262386061063761,162,0.5992081165313721,1.6688692499505622,3.0,3.0,161.3939393939394,0.1111111111111111
99,3.295675714748085,172,0.5976154804229736,1.673316760958453,10.0,10.0,161.5,0.21
100,3.328965368432409,174,0.595311164855957,1.6797937936238143,2.0,2.0,161.62376237623764,0.22772277227722773
101,3.362255022116733,154,0.5950314998626709,1.6805832972385375,-20.0,20.0,161.54901960784315,0.029411764705882353
102,3.395544675801057,164,0.5967719554901123,1.6756819599183874,10.0,10.0,161.5728155339806,0.1262135922330097
103,3.4288343294853814,143,0.5968890190124512,1.675353320546076,-21.0,21.0,161.39423076923077,-0.07692307692307693
104,3.4621239831697053,142,0.6004588603973389,1.6653930284887035,-1.0,1.0,161.2095238095238,-0.08571428571428572
105,3.4954136368540296,143,0.5980024337768555,1.6722339969157214,1.0,1.0,161.03773584905662,-0.07547169811320754
106,3.528703290538353,137,0.5963108539581299,1.6769776926955202,-6.0,6.0,160.81308411214954,-0.1308411214953271
107,3.561992944222678,144,0.5953831672668457,1.6795906484736214,7.0,7.0,160.65740740740742,-0.06481481481481481
108,3.5952825979070018,144,0.6095378398895264,1.64058723602991,0.0,0.0,160.5045871559633,-0.06422018348623854
109,3.6285722515913257,146,0.5970895290374756,1.6747907162465685,2.0,2.0,160.37272727272727,-0.045454545454545456
110,3.66186190527565,150,0.5947718620300293,1.6813169281190898,4.0,4.0,160.27927927927928,-0.009009009009009009
111,3.695151558959974,136,0.6149184703826904,1.626231847252298,-14.0,14.0,160.0625,-0.13392857142857142
112,3.7284412126442974,142,0.5962579250335693,1.6771265554981092,6.0,6.0,159.90265486725664,-0.07964601769911504
113,3.761730866328622,136,0.5971863269805908,1.6745192493874714,-6.0,6.0,159.69298245614036,-0.13157894736842105
114,3.795020520012946,138,0.606391191482544,1.6491004718507472,2.0,2.0,159.50434782608696,-0.11304347826086956
115,3.8283101736972704,137,0.5997638702392578,1.6673228409058385,-1.0,1.0,159.31034482758622,-0.1206896551724138
116,3.8615998273815935,135,0.5992345809936523,1.6687955463815145,-2.0,2.0,159.10256410256412,-0.13675213675213677
117,3.894889481065919,150,0.601599931716919,1.6622342312208689,15.0,15.0,159.02542372881356,-0.00847457627118644
118,3.9281791347502426,150,0.6006793975830078,1.664781585690743,0.0,0.0,158.94957983193277,-0.008403361344537815
119,3.961468788434567,149,0.6030161380767822,1.658330410839966,-1.0,1.0,158.86666666666667,-0.016666666666666666
120,3.994758442118891,150,0.6063394546508789,1.6492411838444274,1.0,1.0,158.79338842975207,-0.008264462809917356
121,4.028048095803215,140,0.6025118827819824,1.6597183036170056,-10.0,10.0,158.63934426229508,-0.09016393442622951
122,4.061337749487539,151,0.6084437370300293,1.6435373381954062,11.0,11.0,158.5772357723577,0.0
123,4.094627403171863,158,0.6132543087005615,1.630644882249458,7.0,7.0,158.57258064516128,0.056451612903225805
124,4.127917056856187,145,0.6169133186340332,1.6209732709518991,-13.0,13.0,158.464,-0.048
125,4.161206710540512,147,0.6014590263366699,1.6626236471846456,2.0,2.0,158.37301587301587,-0.031746031746031744
126,4.194496364224835,146,0.609769344329834,1.6399643722644803,-1.0,1.0,158.2755905511811,-0.03937007874015748
127,4.22778601790916,150,0.6095790863037109,1.6404762277257154,4.0,4.0,158.2109375,-0.0078125
128,4.261075671593484,149,0.60951828956604,1.6406398579310426,-1.0,1.0,158.13953488372093,-0.015503875968992248
129,4.294365325277807,142,0.608745813369751,1.6427217699690395,-7.0,7.0,158.01538461538462,-0.06923076923076923
130,4.327654978962132,136,0.6098644733428955,1.6397085642956468,-6.0,6.0,157.84732824427482,-0.11450381679389313
131,4.360944632646456,126,0.6088147163391113,1.642535853951003,-10.0,10.0,157.6060606060606,-0.1893939393939394
132,4.39423428633078,142,0.609565258026123,1.6405134427086143,16.0,16.0,157.48872180451127,-0.06766917293233082
133,4.427523940015104,159,0.6122221946716309,1.6333939029053923,17.0,17.0,157.5,0.05970149253731343
134,4.460813593699428,157,0.6123046875,1.6331738437001595,-2.0,2.0,157.4962962962963,0.044444444444444446
135,4.4941032473837526,156,0.6148502826690674,1.6264121985257878,-1.0,1.0,157.48529411764707,0.03676470588235294
136,4.527392901068076,168,0.6190311908721924,1.615427485311421,12.0,12.0,157.56204379562044,0.12408759124087591
137,4.5606825547524,157,0.6207253932952881,1.611018351756532,-11.0,11.0,157.55797101449275,0.043478260869565216
138,4.593972208436725,158,0.6168487071990967,1.6211430587909716,1.0,1.0,157.5611510791367,0.050359712230215826
139,4.627261862121048,162,0.6189820766448975,1.615555664261484,4.0,4.0,157.59285714285716,0.07857142857142857
140,4.6605515158053725,163,0.6174118518829346,1.619664405453633,1.0,1.0,157.63120567375887,0.0851063829787234
141,4.693841169489697,172,0.6216096878051758,1.6087265363107064,9.0,9.0,157.73239436619718,0.14788732394366197
142,4.727130823174021,178,0.6208293437957764,1.610748605866402,6.0,6.0,157.87412587412587,0.1888111888111888
143,4.760420476858345,196,0.6195974349975586,1.613951161698951,18.0,18.0,158.13888888888889,0.3125
144,4.793710130542669,174,0.6254184246063232,1.598929549652237,-22.0,22.0,158.24827586206897,0.15862068965517243
145,4.826999784226993,173,0.6232025623321533,1.604614711880825,-1.0,1.0,158.34931506849315,0.1506849315068493
146,4.860289437911317,177,0.6220254898071289,1.6076511596173806,4.0,4.0,158.47619047619048,0.17687074829931973
147,4.893579091595641,168,0.625586748123169,1.5984993336257731,-9.0,9.0,158.54054054054055,0.11486486486486487
148,4.9268687452799655,163,0.6195976734161377,1.6139505406573311,-5.0,5.0,158.5704697986577,0.08053691275167785
149,4.96015839896429,176,0.629793643951416,1.587821677154212,13.0,13.0,158.68666666666667,0.16666666666666666
150,4.993448052648613,182,0.6322677135467529,1.581608515782698,6.0,6.0,158.89333333333335,0.20666666666666667
151,5.026737706332938,183,0.6298682689666748,1.587633556522131,1.0,1.0,159.12,0.22666666666666666
152,5.060027360017262,189,0.6317591667175293,1.5828816623204105,6.0,6.0,159.28666666666666,0.16666666666666666
153,5.0933170137015855,199,0.6322000026702881,1.5817779116991415,10.0,10.0,159.51333333333332,0.22666666666666666
154,5.12660666738591,194,0.6300606727600098,1.5871487354058365,-5.0,5.0,159.71333333333334,0.2
155,5.159896321070234,187,0.6297168731689453,1.5880152535339676,-7.0,7.0,159.90666666666667,0.19333333333333333
156,5.193185974754558,175,0.6277203559875488,1.5930660690886302,-12.0,12.0,159.98666666666668,0.08
157,5.226475628438882,161,0.6330447196960449,1.5796672318507734,-14.0,14.0,159.93333333333334,-0.05333333333333334
158,5.259765282123206,173,0.6322588920593262,1.5816305829134434,12.0,12.0,159.94,0.006666666666666667
159,5.293054935807531,170,0.6266012191772461,1.5959113538161358,-3.0,3.0,159.90666666666667,-0.03333333333333333
160,5.326344589491854,172,0.6275920867919922,1.5933916648178483,2.0,2.0,159.93333333333334,0.02666666666666667
161,5.3596342431761785,161,0.6284160614013672,1.5913024211539104,-11.0,11.0,159.85333333333332,-0.08
162,5.392923896860503,155,0.6288547515869141,1.5901923257739587,-6.0,6.0,159.74,-0.11333333333333333
163,5.426213550544826,172,0.6225271224975586,1.606355713447524,17.0,17.0,159.72666666666666,-0.013333333333333334
164,5.459503204229151,170,0.6197450160980225,1.6135668283322415,-2.0,2.0,159.75333333333333,0.02666666666666667
165,5.492792857913475,184,0.6226370334625244,1.6060721516016097,14.0,14.0,159.86666666666667,0.11333333333333333
166,5.526082511597799,177,0.6168029308319092,1.621263372810593,-7.0,7.0,159.96666666666667,0.1
167,5.559372165282123,181,0.6232633590698242,1.6044581884172175,4.0,4.0,160.07333333333332,0.10666666666666667
168,5.592661818966447,183,0.6173765659332275,1.6197569768272595,2.0,2.0,160.22,0.14666666666666667
169,5.625951472650772,176,0.6142613887786865,1.6279714438640909,-7.0,7.0,160.36,0.14
170,5.659241126335095,176,0.6184184551239014,1.6170280684777558,0.0,0.0,160.49333333333334,0.13333333333333333
171,5.692530780019419,187,0.6145651340484619,1.6271668283758258,11.0,11.0,160.68,0.18666666666666668
172,5.725820433703744,185,0.6141397953033447,1.628293765763975,-2.0,2.0,160.94,0.26
173,5.759110087388068,172,0.6140809059143066,1.6284499165644917,-13.0,13.0,161.02,0.08
174,5.792399741072392,182,0.6147541999816895,1.6266663977729394,10.0,10.0,161.08666666666667,0.06666666666666667
175,5.825689394756716,183,0.6134059429168701,1.6302417861242042,1.0,1.0,161.22666666666666,0.14
176,5.85897904844104,182,0.6108360290527344,1.6371005514372967,-1.0,1.0,161.34,0.11333333333333333
177,5.892268702125364,170,0.6161658763885498,1.6229395984424932,-12.0,12.0,161.37333333333333,0.03333333333333333
178,5.925558355809688,170,0.6144998073577881,1.6273398104057617,0.0,0.0,161.39333333333335,0.02
179,5.958848009494012,167,0.611332893371582,1.63576998856526,-3.0,3.0,161.42,0.02666666666666667
180,5.992137663178336,159,0.6113765239715576,1.635653252604318,-8.0,8.0,161.33333333333334,-0.08666666666666667
181,6.02542731686266,151,0.6117773056030273,1.6345817192651542,-8.0,8.0,161.15333333333334,-0.18
182,6.0587169705469845,161,0.607224702835083,1.64683682223579,10.0,10.0,161.14666666666668,-0.006666666666666667
183,6.092006624231309,156,0.6123354434967041,1.633091813679053,-5.0,5.0,161.02666666666667,-0.12
184,6.125296277915632,153,0.6099064350128174,1.6395957520582394,-3.0,3.0,160.9,-0.12666666666666668
185,6.158585931599957,156,0.616858959197998,1.621116115911064,3.0,3.0,160.89333333333335,-0.006666666666666667
186,6.191875585284281,158,0.6130125522613525,1.6312879667978786,2.0,2.0,160.92,0.02666666666666667
187,6.2251652389686045,157,0.61167311668396,1.6348601446165587,-1.0,1.0,160.9,-0.02
188,6.258454892652929,159,0.6143884658813477,1.6276347222200664,2.0,2.0,160.93333333333334,0.03333333333333333
189,6.291744546337253,146,0.6217350959777832,1.6084020452912209,-13.0,13.0,160.81333333333333,-0.12
190,6.325034200021578,146,0.6174149513244629,1.6196562746898586,0.0,0.0,160.74,-0.07333333333333333
191,6.358323853705901,148,0.6230652332305908,1.6049683831899977,2.0,2.0,160.59333333333333,-0.14666666666666667
192,6.391613507390225,156,0.6133933067321777,1.6302753698560066,8.0,8.0,160.61333333333334,0.02
193,6.42490316107455,150,0.6186058521270752,1.616538215022541,-6.0,6.0,160.54666666666665,-0.06666666666666667
194,6.458192814758873,156,0.6181917190551758,1.6176211508112202,6.0,6.0,160.61333333333334,0.06666666666666667
195,6.4914824684431975,154,0.6189768314361572,1.6155693544777572,-2.0,2.0,160.64666666666668,0.03333333333333333
196,6.524772122127522,154,0.621232271194458,1.609703884309288,0.0,0.0,160.66,0.013333333333333334
197,6.558061775811846,147,0.6202058792114258,1.612367817718,-7.0,7.0,160.66666666666666,0.006666666666666667
198,6.59135142949617,142,0.6254937648773193,1.5987369597459282,-5.0,5.0,160.60666666666665,-0.06
199,6.624641083180494,149,0.6219966411590576,1.6077257236253772,7.0,7.0,160.56,-0.04666666666666667
200,6.657930736864818,143,0.6233963966369629,1.604115784747395,-6.0,6.0,160.53333333333333,-0.02666666666666667
201,6.691220390549142,149,0.624011754989624,1.6025339138308827,6.0,6.0,160.46666666666667,-0.06666666666666667
202,6.724510044233466,145,0.6184453964233398,1.6169576259817082,-4.0,4.0,160.39333333333335,-0.07333333333333333
203,6.757799697917791,158,0.6278247833251953,1.5928010912592925,13.0,13.0,160.36666666666667,-0.02666666666666667
204,6.791089351602114,156,0.6258442401885986,1.5978416605682098,-2.0,2.0,160.34,-0.02666666666666667
205,6.824379005286438,167,0.6217086315155029,1.6084705106351158,11.0,11.0,160.40666666666667,0.06666666666666667
206,6.857668658970763,162,0.6230542659759521,1.6049966344963549,-5.0,5.0,160.43333333333334,0.02666666666666667
207,6.890958312655087,163,0.6230936050415039,1.604895302902989,1.0,1.0,160.47333333333333,0.04
208,6.9242479663394105,163,0.6231138706207275,1.6048431067724904,0.0,0.0,160.54,0.06666666666666667
209,6.957537620023735,158,0.623370885848999,1.6041814314732576,-5.0,5.0,160.56666666666666,0.02666666666666667
210,6.990827273708059,157,0.6227774620056152,1.6057100023812094,-1.0,1.0,160.58666666666667,0.02
211,7.024116927392383,156,0.6198749542236328,1.613228592615841,-1.0,1.0,160.64,0.05333333333333334
212,7.057406581076707,149,0.6205604076385498,1.6114466660954911,-7.0,7.0,160.64,0.0
213,7.090696234761031,156,0.6213071346282959,1.6095099255511711,7.0,7.0,160.69333333333333,0.05333333333333334
214,7.123985888445356,155,0.6151700019836426,1.6255669112204043,-1.0,1.0,160.78666666666666,0.09333333333333334
215,7.157275542129679,163,0.6165406703948975,1.6219530162697862,8.0,8.0,160.94,0.15333333333333332
216,7.190565195814004,154,0.6199953556060791,1.6129153080871803,-9.0,9.0,160.99333333333334,0.05333333333333334
217,7.223854849498328,155,0.621718168258667,1.6084458377673598,1.0,1.0,161.03333333333333,0.04
218,7.257144503182651,170,0.6160390377044678,1.6232737518165687,15.0,15.0,161.20666666666668,0.17333333333333334
219,7.290434156866976,154,0.6147527694702148,1.6266701829774362,-16.0,16.0,161.16,-0.04666666666666667
220,7.3237238105513,159,0.6122021675109863,1.6334473366301083,5.0,5.0,161.12,-0.04
221,7.357013464235624,158,0.6183018684387207,1.6173329744661915,-1.0,1.0,161.10666666666665,-0.013333333333333334
222,7.390303117919948,157,0.6182999610900879,1.6173379636591914,-1.0,1.0,161.02,-0.08666666666666667
223,7.423592771604272,171,0.6141481399536133,1.628271641554642,14.0,14.0,160.96666666666667,-0.05333333333333334
224,7.456882425288597,159,0.614058256149292,1.6285099825396314,-12.0,12.0,160.75333333333333,-0.21333333333333335
225,7.49017207897292,164,0.6163427829742432,1.6224737721018951,5.0,5.0,160.6,-0.15333333333333332
226,7.523461732657244,161,0.6127996444702148,1.631854732658229,-3.0,3.0,160.48,-0.12
227,7.556751386341569,163,0.622654914855957,1.6060260284484171,2.0,2.0,160.39333333333335,-0.08666666666666667
228,7.590041040025892,160,0.6171286106109619,1.6204077769299865,-3.0,3.0,160.33333333333334,-0.06
229,7.623330693710216,156,0.6164059638977051,1.6223074703507474,-4.0,4.0,160.2,-0.13333333333333333
230,7.656620347394541,168,0.6178548336029053,1.6185031590166357,12.0,12.0,160.22,0.02
231,7.689910001078865,168,0.6228199005126953,1.6056005904384496,0.0,0.0,160.23333333333332,0.013333333333333334
232,7.723199654763189,174,0.6140649318695068,1.6284922784232647,6.0,6.0,160.28,0.04666666666666667
233,7.756489308447513,180,0.6145975589752197,1.6270809823381018,6.0,6.0,160.45333333333335,0.17333333333333334
234,7.789778962131837,162,0.6146814823150635,1.6268588346499695,-18.0,18.0,160.50666666666666,0.05333333333333334
235,7.823068615816161,167,0.6149673461914062,1.626102599094349,5.0,5.0,160.45333333333335,-0.05333333333333334
236,7.856358269500485,159,0.6204380989074707,1.6117643351704218,-8.0,8.0,160.42,-0.03333333333333333
237,7.88964792318481,172,0.6198012828826904,1.6134203455485097,13.0,13.0,160.49333333333334,0.07333333333333333
238,7.922937576869134,168,0.6163384914398193,1.6224850693065018,-4.0,4.0,160.52666666666667,0.03333333333333333
239,7.956227230553457,179,0.6259548664093018,1.5975592709045514,11.0,11.0,160.62666666666667,0.1
240,7.989516884237782,170,0.6171777248382568,1.6202788269166213,-9.0,9.0,160.74666666666667,0.12
241,8.022806537922106,171,0.6165201663970947,1.622006958578399,1.0,1.0,160.88,0.13333333333333333
242,8.05609619160643,172,0.6170945167541504,1.620497302844126,1.0,1.0,160.94,0.06
243,8.089385845290755,182,0.6156196594238281,1.6243795738036075,10.0,10.0,161.05333333333334,0.11333333333333333
244,8.122675498975077,181,0.6210947036743164,1.6100604208732237,-1.0,1.0,161.15333333333334,0.1
245,8.155965152659402,165,0.618685245513916,1.6163307711813004,-16.0,16.0,161.13333333333333,-0.02
246,8.189254806343726,163,0.6163020133972168,1.6225811018979803,-2.0,2.0,161.09333333333333,-0.04
247,8.22254446002805,178,0.6247985363006592,1.6005159133708184,15.0,15.0,161.22,0.12666666666666668
248,8.255834113712375,171,0.6158697605133057,1.6237199228072756,-7.0,7.0,161.28,0.06
249,8.289123767396699,178,0.6152851581573486,1.6252626716932237,7.0,7.0,161.32,0.04
250,8.322413421081023,176,0.6192026138305664,1.614980262782986,-2.0,2.0,161.33333333333334,0.013333333333333334
251,8.355703074765346,172,0.6183943748474121,1.6170910355495205,-4.0,4.0,161.45333333333335,0.12
252,8.38899272844967,169,0.6205856800079346,1.611381042481055,-3.0,3.0,161.48666666666668,0.03333333333333333
253,8.422282382133995,153,0.6172428131103516,1.6201079684685102,-16.0,16.0,161.55333333333334,0.06666666666666667
254,8.455572035818319,157,0.6224102973937988,1.606657223036431,4.0,4.0,161.65333333333334,0.1
255,8.488861689502643,151,0.6179726123809814,1.6181946901289177,-6.0,6.0,161.70666666666668,0.05333333333333334
256,8.522151343186968,148,0.6354303359985352,1.5737366369651973,-3.0,3.0,161.78,0.07333333333333333
257,8.555440996871292,145,0.62430739402771,1.601775038332503,-3.0,3.0,161.78666666666666,0.006666666666666667
