zone_name,LOW,MEDIUM,HIGH,CRITICAL,LOW_percent,MEDIUM_percent,HIGH_percent,CRITICAL_percent
crosswalk_bottom,7376,1120,636,137,79.57708490667818,12.083288380623584,6.861581616139821,1.4780450965584204
crosswalk_left,6419,1355,1249,246,69.25234653144892,14.618621210486568,13.475024274463266,2.6540079836012516
crosswalk_main,4905,694,351,3319,52.918329916927384,7.487323335850685,3.7868162692847123,35.80753047793721
crosswalk_top,8415,696,131,27,90.78649260977451,7.50890063653037,1.4133131945193655,0.2912935591757471
sidewalk_bottom,2000,2900,4073,296,21.57730067968497,31.287085985543207,43.94217283417844,3.193440500593376
sidewalk_left,1124,4077,3361,707,12.126442981982954,43.98532743553781,36.2606537922106,7.6275757902686365
sidewalk_right,0,195,817,8257,0.0,2.1037868162692845,8.814327327651311,89.0818858560794
sidewalk_top,936,5346,2859,128,10.098176718092567,57.67612471679793,30.844751321609664,1.3809472434998382
