zone_name,zone_short_id,event_start_frame,event_end_frame,event_start_sec,event_end_sec,event_duration_sec,peak_frame_id,peak_timestamp_sec,peak_zone_count,peak_absolute_increase,peak_percent_increase,peak_risk_level
sidewalk_left,SW4,366,499,12.184013248462618,16.611537188477723,4.427523940015105,366,12.184013248462618,38.0,13.0,52.0,CRITICAL
sidewalk_left,SW4,1527,1529,50.83330117596289,50.899880483331536,0.0665793073686487,1527,50.83330117596289,22.0,12.0,120.0,HIGH
sidewalk_left,SW4,1744,1754,58.05715602546121,58.39005256230445,0.3328965368432364,1749,58.22360429388284,20.0,14.0,233.33333333333334,HIGH
sidewalk_left,SW4,1859,1902,61.885466199158486,63.31692130758442,1.4314551084259364,1859,61.885466199158486,22.0,13.0,144.44444444444443,HIGH
sidewalk_left,SW4,2056,2068,68.44352797497034,68.84300381918221,0.399475844211878,2056,68.44352797497034,22.0,11.0,100.0,HIGH
sidewalk_left,SW4,2192,2541,72.9709208760384,84.58901001186752,11.61808913582911,2391,79.5955619592189,29.0,19.0,190.0,HIGH
sidewalk_left,SW4,2703,2805,89.98193390872801,93.37747858452909,3.3955446758010766,2799,93.17774066242312,25.0,14.0,127.27272727272727,HIGH
sidewalk_left,SW4,2980,3053,99.2031679792858,101.63331269824144,2.4301447189556455,3007,100.10198862876254,30.0,19.0,172.72727272727272,CRITICAL
sidewalk_left,SW4,3158,3205,105.12872633509548,106.69334005825873,1.564613723163248,3158,105.12872633509548,21.0,15.0,250.0,HIGH
sidewalk_left,SW4,3325,3326,110.6880985003776,110.72138815406193,0.0332896536843208,3326,110.72138815406193,28.0,16.0,133.33333333333331,HIGH
sidewalk_left,SW4,3613,3664,120.27551876146292,121.97329109936346,1.6977723379005454,3657,121.7402635235732,30.0,17.0,130.76923076923077,CRITICAL
sidewalk_left,SW4,3779,3984,125.80160127306074,132.6259802783472,6.824379005286474,3846,128.03200806991046,33.0,17.0,106.25,CRITICAL
sidewalk_left,SW4,4091,4790,136.18797322256987,159.4574411479124,23.269467925342525,4312,143.5449866868055,52.0,26.0,100.0,CRITICAL
sidewalk_left,SW4,5164,5175,171.9077716258496,172.27395781637716,0.3661861905275714,5164,171.9077716258496,21.0,14.0,200.0,HIGH
sidewalk_left,SW4,5279,5284,175.73608179954687,175.90253006796848,0.1664482684216182,5284,175.90253006796848,20.0,14.0,233.33333333333334,HIGH
sidewalk_left,SW4,5642,5645,187.82022608695647,187.9200950480095,0.09986896105303344,5642,187.82022608695647,20.0,13.0,185.71428571428572,HIGH
sidewalk_left,SW4,5760,5866,191.74840522170675,195.27710851224512,3.528703290538374,5848,194.6778947459273,32.0,19.0,146.15384615384613,CRITICAL
sidewalk_left,SW4,6036,6093,200.9363496385802,202.8338598985867,1.8975102600064986,6083,202.50096336174343,49.0,32.0,188.23529411764704,CRITICAL
sidewalk_left,SW4,6273,6279,208.825997561765,209.02573548387096,0.1997379221059532,6278,208.99244583018665,21.0,12.0,133.33333333333331,HIGH
sidewalk_left,SW4,6550,6644,218.0472316323228,221.1764590786493,3.129227446326496,6595,219.54526604811736,24.0,12.0,100.0,HIGH
sidewalk_left,SW4,6769,7051,225.33766578918977,234.7253481281692,9.387682338979431,7049,234.6587688208005,26.0,18.0,225.0,HIGH
sidewalk_left,SW4,7160,7161,238.3539203797605,238.3872100334448,0.033289653684306586,7160,238.3539203797605,34.0,17.0,100.0,CRITICAL
sidewalk_left,SW4,7268,7315,241.94920297766748,243.51381670083072,1.5646137231632338,7313,243.44723739346207,34.0,20.0,142.85714285714286,CRITICAL
sidewalk_left,SW4,7425,7425,247.1756786061064,247.1756786061064,0.0,7425,247.1756786061064,30.0,11.0,57.89473684210527,CRITICAL
sidewalk_left,SW4,7541,7681,251.037278433488,255.69782994929332,4.6605515158053095,7676,255.53138168087173,45.0,25.0,125.0,CRITICAL
sidewalk_left,SW4,7809,7836,259.9589056208868,260.8577262703636,0.8988206494768178,7833,260.7578573093106,36.0,18.0,100.0,CRITICAL
sidewalk_left,SW4,8009,8413,266.61683635775165,280.06585644621856,13.44902008846691,8141,271.0110706440824,32.0,22.0,220.00000000000003,CRITICAL
sidewalk_left,SW4,8540,8660,284.29364246412774,288.28840090624664,3.9947584421188935,8620,286.95681475887363,33.0,18.0,120.0,CRITICAL
sidewalk_left,SW4,8863,8892,295.0462006041644,296.0116005610098,0.9653999568453742,8883,295.7119936778509,28.0,20.0,250.0,HIGH
sidewalk_right,SW2,160,160,5.326344589491854,5.326344589491854,0.0,160,5.326344589491854,51.0,17.0,50.0,CRITICAL
sidewalk_right,SW2,443,484,14.747316582155571,16.11219238321286,1.3648758010572895,443,14.747316582155571,56.0,29.0,107.40740740740742,CRITICAL
sidewalk_right,SW2,654,737,21.771433509547958,24.53447476534685,2.7630412557988926,654,21.771433509547958,41.0,14.0,51.85185185185185,CRITICAL
sidewalk_right,SW2,974,1156,32.42412268853166,38.48283965907865,6.058716970546989,982,32.690439918006255,23.0,14.0,155.55555555555557,HIGH
sidewalk_right,SW2,1270,1274,42.2778601790916,42.411018793828895,0.1331586147372974,1274,42.411018793828895,60.0,23.0,62.16216216216216,CRITICAL
sidewalk_right,SW2,1494,1496,49.7347426043802,49.80132191174884,0.0665793073686416,1495,49.76803225806452,53.0,22.0,70.96774193548387,CRITICAL
sidewalk_right,SW2,1637,1637,54.49516308123854,54.49516308123854,0.0,1637,54.49516308123854,62.0,22.0,55.00000000000001,CRITICAL
sidewalk_right,SW2,1751,1803,58.290183601251485,60.02124559283634,1.731061991584852,1751,58.290183601251485,60.0,22.0,57.89473684210527,CRITICAL
sidewalk_right,SW2,2246,2246,74.76856217499191,74.76856217499191,0.0,2246,74.76856217499191,66.0,22.0,50.0,CRITICAL
sidewalk_right,SW2,2573,2576,85.65427892976588,85.75414789081886,0.0998689610529766,2573,85.65427892976588,48.0,18.0,60.0,CRITICAL
sidewalk_right,SW2,2703,2855,89.98193390872801,95.04196126874528,5.060027360017273,2726,90.74759594346747,78.0,36.0,85.71428571428571,CRITICAL
sidewalk_right,SW2,2992,3045,99.60264382349769,101.36699546876686,1.7643516452691728,3044,101.33370581508254,50.0,22.0,78.57142857142857,CRITICAL
sidewalk_right,SW2,3304,3467,109.9890157730068,115.41522932355164,5.426213550544844,3451,114.88259486460244,56.0,26.0,86.66666666666667,CRITICAL
sidewalk_right,SW2,3591,3597,119.5431463804078,119.74288430251376,0.1997379221059532,3596,119.70959464882942,58.0,25.0,75.75757575757575,CRITICAL
sidewalk_right,SW2,3746,3929,124.70304270147804,130.79504932570936,6.092006624231317,3751,124.86949096989966,53.0,25.0,89.28571428571429,CRITICAL
sidewalk_right,SW2,4059,4059,135.1227043046715,135.1227043046715,0.0,4059,135.1227043046715,65.0,24.0,58.536585365853654,CRITICAL
sidewalk_right,SW2,4193,4212,139.5835178983709,140.21602131837307,0.6325034200021662,4212,140.21602131837307,70.0,26.0,59.09090909090909,CRITICAL
sidewalk_right,SW2,4955,5021,164.95023400582588,167.14735114899125,2.1971171431653715,4955,164.95023400582588,20.0,10.0,100.0,HIGH
sidewalk_right,SW2,5125,5265,170.60947513216095,175.27002664796635,4.660551515805395,5253,174.87055080375444,45.0,22.0,95.65217391304348,CRITICAL
sidewalk_right,SW2,5694,5749,189.55128807854135,191.3822190311792,1.830930952637857,5698,189.68444669327863,57.0,26.0,83.87096774193549,CRITICAL
sidewalk_right,SW2,5845,5952,194.5780257848743,198.140018729097,3.5619929442226805,5845,194.5780257848743,55.0,31.0,129.16666666666669,CRITICAL
sidewalk_right,SW2,6193,6193,206.1628252670191,206.1628252670191,0.0,6193,206.1628252670191,43.0,16.0,59.25925925925925,CRITICAL
sidewalk_right,SW2,6555,6555,218.2136799007444,218.2136799007444,0.0,6555,218.2136799007444,51.0,18.0,54.54545454545454,CRITICAL
sidewalk_right,SW2,6796,6799,226.23648643866653,226.33635539971948,0.09986896105294818,6796,226.23648643866653,49.0,17.0,53.125,CRITICAL
sidewalk_right,SW2,7072,7354,235.42443085554,244.81211319451936,9.387682338979346,7352,244.7455338871507,49.0,24.0,96.0,CRITICAL
sidewalk_right,SW2,7504,7746,249.805561247168,257.8616574387744,8.0560961916064,7511,250.03858882295825,46.0,23.0,100.0,CRITICAL
sidewalk_right,SW2,7972,7986,265.38511917143165,265.8511743230122,0.4660551515805196,7986,265.8511743230122,72.0,34.0,89.47368421052632,CRITICAL
sidewalk_right,SW2,8115,8141,270.14553964829,271.0110706440824,0.8655309957923691,8128,270.5783051461862,66.0,28.0,73.68421052631578,CRITICAL
sidewalk_right,SW2,8341,8429,277.66900138094724,280.5984909051677,2.9294895242204575,8428,280.5652012514834,76.0,34.0,80.95238095238095,CRITICAL
sidewalk_right,SW2,8843,8879,294.38040753047795,295.5788350631136,1.1984275326356624,8843,294.38040753047795,71.0,26.0,57.77777777777777,CRITICAL
sidewalk_right,SW2,9001,9041,299.6401728126011,300.9717589599741,1.3315861473730024,9021,300.3059658862876,56.0,26.0,86.66666666666667,CRITICAL
sidewalk_right,SW2,9143,9216,304.3673036357752,306.7974483547308,2.430144718955603,9147,304.50046225051244,37.0,23.0,164.28571428571428,CRITICAL
sidewalk_top,SW1,109,339,3.6285722515913257,11.285192598985867,7.656620347394542,109,3.6285722515913257,26.0,11.0,73.33333333333333,HIGH
sidewalk_top,SW1,441,497,14.680737274786924,16.544957881109074,1.8642206063221494,475,15.812585500053943,27.0,18.0,200.0,HIGH
sidewalk_top,SW1,950,950,31.625171000107887,31.625171000107887,0.0,950,31.625171000107887,20.0,14.0,233.33333333333334,HIGH
sidewalk_top,SW1,1058,1058,35.220453598014885,35.220453598014885,0.0,1058,35.220453598014885,21.0,12.0,133.33333333333331,HIGH
sidewalk_top,SW1,1242,1270,41.34574987593052,42.2778601790916,0.9321103031610747,1265,42.11141191066997,31.0,17.0,121.42857142857142,CRITICAL
sidewalk_top,SW1,1371,1661,45.64011520120833,55.29411476966232,9.65399956845399,1372,45.67340485489265,25.0,21.0,525.0,HIGH
sidewalk_top,SW1,1795,1796,59.75492836336174,59.78821801704607,0.0332896536843279,1795,59.75492836336174,23.0,11.0,91.66666666666666,HIGH
sidewalk_top,SW1,2136,2224,71.10670026971626,74.03618979393677,2.9294895242205143,2136,71.10670026971626,24.0,11.0,84.61538461538461,HIGH
sidewalk_top,SW1,2386,2570,79.42911369079728,85.55440996871292,6.125296277915638,2388,79.49569299816592,23.0,16.0,228.57142857142856,HIGH
sidewalk_top,SW1,2700,2726,89.88206494767505,90.74759594346747,0.865530995792426,2719,90.5145683676772,39.0,22.0,129.41176470588235,CRITICAL
sidewalk_top,SW1,2989,2989,99.50277486244472,99.50277486244472,0.0,2989,99.50277486244472,21.0,15.0,250.0,HIGH
sidewalk_top,SW1,3611,3631,120.20893945409428,120.87473252778078,0.6657930736865012,3612,120.2422291077786,25.0,17.0,212.5,HIGH
sidewalk_top,SW1,3801,3842,126.53397365411588,127.89884945517316,1.3648758010572806,3801,126.53397365411588,25.0,10.0,66.66666666666666,HIGH
sidewalk_top,SW1,3974,4045,132.29308374150395,134.65664915309094,2.3635654115869897,4024,133.95756642572013,20.0,11.0,122.22222222222223,HIGH
sidewalk_top,SW1,4393,4420,146.24144863523574,147.14026928471247,0.8988206494767326,4408,146.7407934405006,32.0,17.0,113.33333333333333,CRITICAL
sidewalk_top,SW1,4515,4515,150.30278638472328,150.30278638472328,0.0,4515,150.30278638472328,29.0,11.0,61.111111111111114,HIGH
sidewalk_top,SW1,4645,4679,154.6304413636854,155.76228958895243,1.1318482252670208,4679,155.76228958895243,39.0,20.0,105.26315789473684,CRITICAL
sidewalk_top,SW1,4809,4813,160.08994456791456,160.22310318265184,0.1331586147372832,4813,160.22310318265184,20.0,11.0,122.22222222222223,HIGH
sidewalk_top,SW1,4967,5186,165.34970985003775,172.64014400690473,7.290434156866979,5177,172.3405371237458,22.0,13.0,144.44444444444443,HIGH
sidewalk_top,SW1,5317,5557,177.0010886395512,184.99060552378896,7.989516884237759,5359,178.3992540942928,39.0,21.0,116.66666666666667,CRITICAL
sidewalk_top,SW1,5703,5766,189.85089496170028,191.9481431438127,2.0972481821124234,5705,189.91747426906892,27.0,16.0,145.45454545454547,HIGH
sidewalk_top,SW1,5873,5880,195.51013608803535,195.74316366382564,0.2330275757902882,5876,195.6100050490884,29.0,14.0,93.33333333333333,HIGH
sidewalk_top,SW1,5990,6235,199.4050255691013,207.5609907217607,8.155965152659405,6231,207.42783210702345,37.0,19.0,105.55555555555556,CRITICAL
sidewalk_top,SW1,6333,6564,210.82337678282445,218.5132867839033,7.689910001078857,6354,211.5224595101953,33.0,19.0,135.71428571428572,CRITICAL
sidewalk_top,SW1,6656,6695,221.57593492286117,222.87423141654975,1.2982964936885821,6676,222.24172799654764,32.0,13.0,68.42105263157895,CRITICAL
sidewalk_top,SW1,6816,6816,226.902279512353,226.902279512353,0.0,6816,226.902279512353,28.0,13.0,86.66666666666667,HIGH
sidewalk_top,SW1,6911,6996,230.06479661236375,232.89441717553132,2.829620563167566,6992,232.76125856079403,22.0,14.0,175.0,HIGH
sidewalk_top,SW1,7252,7252,241.4165685187183,241.4165685187183,0.0,7252,241.4165685187183,21.0,12.0,133.33333333333331,HIGH
sidewalk_top,SW1,7365,7365,245.17829938504693,245.17829938504693,0.0,7365,245.17829938504693,20.0,16.0,400.0,HIGH
sidewalk_top,SW1,7583,7658,252.4354438882296,254.93216791455387,2.496724026324273,7658,254.93216791455387,20.0,13.0,185.71428571428572,HIGH
sidewalk_top,SW1,8125,8125,270.47843618513326,270.47843618513326,0.0,8125,270.47843618513326,22.0,13.0,144.44444444444443,HIGH
sidewalk_top,SW1,8278,8292,275.5717531988348,276.03780835041533,0.4660551515805196,8279,275.60504285251915,23.0,13.0,130.0,HIGH
sidewalk_top,SW1,8462,8545,281.69704947675046,284.46009073254936,2.763041255798896,8543,284.3935114251807,29.0,18.0,163.63636363636365,HIGH
sidewalk_top,SW1,8710,8710,289.9528835904628,289.9528835904628,0.0,8710,289.9528835904628,21.0,13.0,162.5,HIGH
sidewalk_top,SW1,8856,8924,294.81317302837414,297.0768694789082,2.2636964505340416,8924,297.0768694789082,21.0,11.0,110.00000000000001,HIGH
