frame_id,timestamp_sec,high_or_critical_zone_count,total_zones,zones_high_or_critical,total_count,raw_multi_zone_alert
0,0.0,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",151,0
1,0.033289653684324,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
2,0.0665793073686481,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",164,1
3,0.0998689610529722,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
4,0.1331586147372963,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",164,1
5,0.1664482684216204,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",158,1
6,0.1997379221059445,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
7,0.2330275757902686,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",169,1
8,0.2663172294745927,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
9,0.2996068831589168,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",175,1
10,0.3328965368432409,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",168,1
11,0.366186190527565,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",173,1
12,0.3994758442118891,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
13,0.4327654978962131,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",174,1
14,0.4660551515805373,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",166,1
15,0.4993448052648613,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",167,1
16,0.5326344589491855,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
17,0.5659241126335095,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
18,0.5992137663178336,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
19,0.6325034200021578,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",155,0
20,0.6657930736864818,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",156,0
21,0.6990827273708059,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",159,1
22,0.73237238105513,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",146,0
23,0.765662034739454,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",160,1
24,0.7989516884237782,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
25,0.8322413421081023,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
26,0.8655309957924263,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
27,0.8988206494767504,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
28,0.9321103031610746,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",167,1
29,0.9653999568453986,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
30,0.9986896105297228,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
31,1.0319792642140468,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",178,1
32,1.065268917898371,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
33,1.0985585715826949,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",174,1
34,1.131848225267019,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
35,1.1651378789513431,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",157,0
36,1.1984275326356673,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
37,1.2317171863199914,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",160,1
38,1.2650068400043155,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
39,1.2982964936886394,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",164,1
40,1.3315861473729635,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
41,1.3648758010572877,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",170,1
42,1.3981654547416118,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",153,0
43,1.431455108425936,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",160,1
44,1.46474476211026,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",146,0
45,1.498034415794584,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",149,0
46,1.531324069478908,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",152,0
47,1.5646137231632322,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",146,0
48,1.5979033768475563,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",151,0
49,1.6311930305318805,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",156,0
50,1.6644826842162046,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",147,0
51,1.6977723379005285,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",159,1
52,1.7310619915848526,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
53,1.7643516452691768,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",162,1
54,1.7976412989535009,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",160,1
55,1.830930952637825,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
56,1.8642206063221487,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",158,1
57,1.897510260006473,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",157,0
58,1.9307999136907967,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",153,0
59,1.9640895673751213,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
60,1.9973792210594452,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
61,2.0306688747437693,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",148,0
62,2.0639585284280937,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
63,2.0972481821124176,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",148,0
64,2.130537835796742,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",141,0
65,2.163827489481066,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",140,0
66,2.1971171431653898,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",146,0
67,2.230406796849714,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
68,2.263696450534038,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",144,0
69,2.2969861042183624,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
70,2.3302757579026863,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
71,2.3635654115870106,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",160,1
72,2.3968550652713345,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
73,2.4301447189556584,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",179,1
74,2.4634343726399828,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",191,1
75,2.4967240263243067,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",187,1
76,2.530013680008631,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",179,1
77,2.563303333692955,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",176,1
78,2.596592987377279,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",169,1
79,2.629882641061603,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",176,1
80,2.663172294745927,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
81,2.6964619484302514,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",166,1
82,2.729751602114576,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",167,1
83,2.7630412557989,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
84,2.796330909483224,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
85,2.8296205631675475,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",175,1
86,2.862910216851872,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",164,1
87,2.896199870536196,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
88,2.92948952422052,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
89,2.962779177904844,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",164,1
90,2.996068831589168,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",152,0
91,3.0293584852734923,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",151,0
92,3.062648138957816,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
93,3.0959377926421405,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",165,1
94,3.1292274463264644,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",166,1
95,3.162517100010789,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",168,1
96,3.1958067536951127,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",169,1
97,3.2290964073794366,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",159,1
98,3.262386061063761,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
99,3.295675714748085,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
100,3.328965368432409,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",174,1
101,3.362255022116733,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",154,0
102,3.395544675801057,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",164,1
103,3.4288343294853814,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",143,0
104,3.4621239831697053,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",142,0
105,3.4954136368540296,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",143,0
106,3.528703290538353,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",137,0
107,3.561992944222678,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",144,0
108,3.5952825979070018,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",144,0
109,3.6285722515913257,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",146,0
110,3.66186190527565,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",150,0
111,3.695151558959974,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",136,0
112,3.7284412126442974,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",142,0
113,3.761730866328622,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",136,0
114,3.795020520012946,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",138,0
115,3.8283101736972704,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",137,0
116,3.8615998273815935,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",135,0
117,3.894889481065919,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",150,0
118,3.9281791347502426,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",150,0
119,3.961468788434567,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
120,3.994758442118891,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",150,0
121,4.028048095803215,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",140,0
122,4.061337749487539,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",151,0
123,4.094627403171863,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",158,1
124,4.127917056856187,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",145,0
125,4.161206710540512,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",147,0
126,4.194496364224835,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",146,0
127,4.22778601790916,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",150,0
128,4.261075671593484,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",149,0
129,4.294365325277807,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",142,0
130,4.327654978962132,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",136,0
131,4.360944632646456,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",126,0
132,4.39423428633078,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",142,0
133,4.427523940015104,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",159,1
134,4.460813593699428,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",157,0
135,4.4941032473837526,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",156,0
136,4.527392901068076,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",168,1
137,4.5606825547524,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",157,0
138,4.593972208436725,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",158,1
139,4.627261862121048,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
140,4.6605515158053725,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
141,4.693841169489697,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
142,4.727130823174021,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",178,1
143,4.760420476858345,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",196,1
144,4.793710130542669,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",174,1
145,4.826999784226993,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",173,1
146,4.860289437911317,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",177,1
147,4.893579091595641,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",168,1
148,4.9268687452799655,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
149,4.96015839896429,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",176,1
150,4.993448052648613,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",182,1
151,5.026737706332938,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",183,1
152,5.060027360017262,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",189,1
153,5.0933170137015855,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",199,1
154,5.12660666738591,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",194,1
155,5.159896321070234,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",187,1
156,5.193185974754558,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",175,1
157,5.226475628438882,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
158,5.259765282123206,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",173,1
159,5.293054935807531,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
160,5.326344589491854,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
161,5.3596342431761785,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
162,5.392923896860503,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",155,0
163,5.426213550544826,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
164,5.459503204229151,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
165,5.492792857913475,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",184,1
166,5.526082511597799,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",177,1
167,5.559372165282123,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",181,1
168,5.592661818966447,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",183,1
169,5.625951472650772,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",176,1
170,5.659241126335095,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",176,1
171,5.692530780019419,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",187,1
172,5.725820433703744,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",185,1
173,5.759110087388068,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
174,5.792399741072392,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",182,1
175,5.825689394756716,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",183,1
176,5.85897904844104,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",182,1
177,5.892268702125364,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
178,5.925558355809688,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
179,5.958848009494012,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",167,1
180,5.992137663178336,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",159,1
181,6.02542731686266,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",151,0
182,6.0587169705469845,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",161,1
183,6.092006624231309,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",156,0
184,6.125296277915632,3,8,"sidewalk_bottom, sidewalk_right, sidewalk_top",153,0
185,6.158585931599957,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
186,6.191875585284281,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",158,1
187,6.2251652389686045,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
188,6.258454892652929,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",159,1
189,6.291744546337253,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",146,0
190,6.325034200021578,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",146,0
191,6.358323853705901,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",148,0
192,6.391613507390225,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",156,0
193,6.42490316107455,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",150,0
194,6.458192814758873,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",156,0
195,6.4914824684431975,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
196,6.524772122127522,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
197,6.558061775811846,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",147,0
198,6.59135142949617,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",142,0
199,6.624641083180494,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
200,6.657930736864818,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",143,0
201,6.691220390549142,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
202,6.724510044233466,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",145,0
203,6.757799697917791,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",158,1
204,6.791089351602114,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
205,6.824379005286438,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",167,1
206,6.857668658970763,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",162,1
207,6.890958312655087,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
208,6.9242479663394105,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
209,6.957537620023735,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",158,1
210,6.990827273708059,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
211,7.024116927392383,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
212,7.057406581076707,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
213,7.090696234761031,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
214,7.123985888445356,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",155,0
215,7.157275542129679,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
216,7.190565195814004,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
217,7.223854849498328,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",155,0
218,7.257144503182651,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",170,1
219,7.290434156866976,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
220,7.3237238105513,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",159,1
221,7.357013464235624,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",158,1
222,7.390303117919948,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
223,7.423592771604272,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",171,1
224,7.456882425288597,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",159,1
225,7.49017207897292,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",164,1
226,7.523461732657244,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",161,1
227,7.556751386341569,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
228,7.590041040025892,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",160,1
229,7.623330693710216,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",156,0
230,7.656620347394541,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",168,1
231,7.689910001078865,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",168,1
232,7.723199654763189,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",174,1
233,7.756489308447513,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",180,1
234,7.789778962131837,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",162,1
235,7.823068615816161,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",167,1
236,7.856358269500485,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",159,1
237,7.88964792318481,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",172,1
238,7.922937576869134,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",168,1
239,7.956227230553457,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",179,1
240,7.989516884237782,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",170,1
241,8.022806537922106,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",171,1
242,8.05609619160643,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
243,8.089385845290755,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",182,1
244,8.122675498975077,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",181,1
245,8.155965152659402,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",165,1
246,8.189254806343726,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",163,1
247,8.22254446002805,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",178,1
248,8.255834113712375,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",171,1
249,8.289123767396699,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",178,1
250,8.322413421081023,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",176,1
251,8.355703074765346,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",172,1
252,8.38899272844967,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",169,1
253,8.422282382133995,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",153,0
254,8.455572035818319,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",157,0
255,8.488861689502643,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",151,0
256,8.522151343186968,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",148,0
257,8.555440996871292,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",145,0
258,8.588730650555615,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",142,0
259,8.622020304239939,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",148,0
260,8.655309957924263,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",153,0
261,8.688599611608588,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",155,0
262,8.721889265292912,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",158,1
263,8.755178918977236,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",157,0
264,8.788468572661559,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",149,0
265,8.821758226345883,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",154,0
266,8.855047880030208,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",145,0
267,8.888337533714532,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",153,0
268,8.921627187398856,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",163,1
269,8.95491684108318,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
270,8.988206494767505,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",153,0
271,9.021496148451828,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",155,0
272,9.054785802136152,3,8,"sidewalk_bottom, sidewalk_left, sidewalk_right",151,0
273,9.088075455820476,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",162,1
274,9.1213651095048,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",158,1
275,9.154654763189123,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",161,1
276,9.18794441687345,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",171,1
277,9.221234070557774,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",168,1
278,9.254523724242096,4,8,"sidewalk_bottom, sidewalk_left, sidewalk_right, sidewalk_top",170,1
