frame_id,timestamp_sec,high_or_critical_zone_count,total_zones,zones_high_or_critical,total_count,raw_multi_zone_alert
1143,38.05007416118244,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",260,1
1144,38.08336381486676,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",269,1
1145,38.116653468551085,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",263,1
1146,38.149943122235406,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",263,1
1147,38.18323277591973,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",260,1
1148,38.216522429604055,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",253,1
1149,38.24981208328838,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",247,1
1150,38.283101736972704,2,8,"crosswalk_main, sidewalk_right",261,0
1151,38.31639139065703,2,8,"crosswalk_main, sidewalk_right",258,0
1152,38.34968104434135,2,8,"crosswalk_main, sidewalk_right",268,0
1153,38.38297069802567,2,8,"crosswalk_main, sidewalk_right",270,0
1154,38.41626035171,3,8,"crosswalk_main, sidewalk_right, sidewalk_top",274,1
